Unnamed: 0,warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx,a_latitude,a_longitude,b_latitude,b_longitude,stateNameA,stateAbbA,stateNameB,stateAbbB
361,106,257,257.14,640,200,11,23,1914,10,30,1918,1914,2,4,1,3,3.0,325000.0,908371.0,,,1233371.0,5,38.9597594,34.9249653,54.70235450000001,-3.2765753,Turkey,TUR,United Kingdom,UKG
362,106,257,257.14,640,200,11,23,1914,10,30,1918,1915,2,4,1,3,3.0,325000.0,908371.0,,,1233371.0,4,38.9597594,34.9249653,54.70235450000001,-3.2765753,Turkey,TUR,United Kingdom,UKG
363,106,257,257.14,640,200,11,23,1914,10,30,1918,1916,2,4,1,3,3.0,325000.0,908371.0,,,1233371.0,1,38.9597594,34.9249653,54.70235450000001,-3.2765753,Turkey,TUR,United Kingdom,UKG
364,106,257,257.14,640,200,11,23,1914,10,30,1918,1917,2,4,1,3,3.0,325000.0,908371.0,,,1233371.0,2,38.9597594,34.9249653,54.70235450000001,-3.2765753,Turkey,TUR,United Kingdom,UKG
365,106,257,257.14,640,200,11,23,1914,10,30,1918,1918,2,4,1,3,3.0,325000.0,908371.0,,,1233371.0,3,38.9597594,34.9249653,54.70235450000001,-3.2765753,Turkey,TUR,United Kingdom,UKG
366,106,257,257.15,220,640,2,5,1915,10,30,1918,1915,4,2,1,3,1.0,1385000.0,325000.0,,,1710000.0,2,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
367,106,257,257.15,220,640,2,19,1915,10,30,1918,1916,4,2,1,3,1.0,1385000.0,325000.0,,,1710000.0,3,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
368,106,257,257.15,220,640,2,19,1915,10,30,1918,1917,4,2,1,3,1.0,1385000.0,325000.0,,,1710000.0,1,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
369,106,257,257.15,220,640,2,19,1915,10,30,1918,1918,4,2,1,3,1.0,1385000.0,325000.0,,,1710000.0,4,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
370,106,257,257.15,640,220,2,19,1915,10,30,1918,1915,2,4,3,1,3.0,325000.0,1385000.0,,,1710000.0,3,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
371,106,257,257.15,640,220,2,19,1915,10,30,1918,1916,2,4,3,1,3.0,325000.0,1385000.0,,,1710000.0,2,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
372,106,257,257.15,640,220,2,19,1915,10,30,1918,1917,2,4,3,1,3.0,325000.0,1385000.0,,,1710000.0,1,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
373,106,257,257.15,640,220,2,19,1915,10,30,1918,1918,2,4,3,1,3.0,325000.0,1385000.0,,,1710000.0,4,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
374,106,257,257.16,220,255,8,7,1914,11,11,1918,1914,4,1,1,3,1.0,1385000.0,1773700.0,,,3158700.0,1,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
375,106,257,257.16,220,255,8,7,1914,11,11,1918,1915,4,1,1,3,1.0,1385000.0,1773700.0,,,3158700.0,2,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
376,106,257,257.16,220,255,8,7,1914,11,11,1918,1916,4,1,1,3,1.0,1385000.0,1773700.0,,,3158700.0,5,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
377,106,257,257.16,220,255,8,7,1914,11,11,1918,1917,4,1,1,3,1.0,1385000.0,1773700.0,,,3158700.0,3,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
378,106,257,257.16,220,255,8,7,1914,11,11,1918,1918,4,1,1,3,1.0,1385000.0,1773700.0,,,3158700.0,4,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
379,106,257,257.16,255,220,8,7,1914,11,11,1918,1914,1,4,3,1,3.0,1773700.0,1385000.0,,,3158700.0,1,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
380,106,257,257.16,255,220,8,7,1914,11,11,1918,1915,1,4,3,1,3.0,1773700.0,1385000.0,,,3158700.0,3,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
381,106,257,257.16,255,220,8,7,1914,11,11,1918,1916,1,4,3,1,3.0,1773700.0,1385000.0,,,3158700.0,4,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
382,106,257,257.16,255,220,8,7,1914,11,11,1918,1917,1,4,3,1,3.0,1773700.0,1385000.0,,,3158700.0,2,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
383,106,257,257.16,255,220,8,7,1914,11,11,1918,1918,1,4,3,1,3.0,1773700.0,1385000.0,,,3158700.0,5,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
384,106,257,257.17,255,365,8,17,1914,8,27,1918,1914,1,4,3,1,1.0,1773700.0,1700000.0,,,3473700.0,3,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
385,106,257,257.17,255,365,8,17,1914,8,27,1918,1915,1,4,3,1,1.0,1773700.0,1700000.0,,,3473700.0,5,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
386,106,257,257.17,255,365,8,17,1914,8,27,1918,1916,1,4,3,1,1.0,1773700.0,1700000.0,,,3473700.0,2,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
387,106,257,257.17,255,365,8,17,1914,8,27,1918,1917,1,4,3,1,1.0,1773700.0,1700000.0,,,3473700.0,4,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
388,106,257,257.17,255,365,8,17,1914,8,27,1918,1918,1,4,3,1,1.0,1773700.0,1700000.0,,,3473700.0,1,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
389,106,257,257.17,365,255,8,17,1914,8,27,1918,1914,4,1,1,3,3.0,1700000.0,1773700.0,,,3473700.0,5,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
390,106,257,257.17,365,255,8,17,1914,8,27,1918,1915,4,1,1,3,3.0,1700000.0,1773700.0,,,3473700.0,3,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
391,106,257,257.17,365,255,8,17,1914,8,27,1918,1916,4,1,1,3,3.0,1700000.0,1773700.0,,,3473700.0,2,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
392,106,257,257.17,365,255,8,17,1914,8,27,1918,1917,4,1,1,3,3.0,1700000.0,1773700.0,,,3473700.0,1,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
393,106,257,257.17,365,255,8,17,1914,8,27,1918,1918,4,1,1,3,3.0,1700000.0,1773700.0,,,3473700.0,4,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
394,106,257,257.18,255,345,10,5,1915,11,11,1918,1915,1,3,1,3,3.0,1773700.0,70000.0,,,1843700.0,3,51.0834196,10.4234469,8.1939477,-64.5043374,Germany,GMY,Yugoslavia,YUG
395,106,257,257.18,255,345,10,5,1915,11,11,1918,1916,1,3,1,3,3.0,1773700.0,70000.0,,,1843700.0,4,51.0834196,10.4234469,8.1939477,-64.5043374,Germany,GMY,Yugoslavia,YUG
396,106,257,257.18,255,345,10,5,1915,11,11,1918,1917,1,3,1,3,3.0,1773700.0,70000.0,,,1843700.0,2,51.0834196,10.4234469,8.1939477,-64.5043374,Germany,GMY,Yugoslavia,YUG
397,106,257,257.18,255,345,10,5,1915,11,11,1918,1918,1,3,1,3,3.0,1773700.0,70000.0,,,1843700.0,1,51.0834196,10.4234469,8.1939477,-64.5043374,Germany,GMY,Yugoslavia,YUG
398,106,257,257.18,345,255,10,5,1915,11,11,1918,1915,4,1,3,1,1.0,70000.0,1773700.0,,,1843700.0,3,8.1939477,-64.5043374,51.0834196,10.4234469,Yugoslavia,YUG,Germany,GMY
399,106,257,257.18,345,255,10,5,1915,11,11,1918,1916,4,1,3,1,1.0,70000.0,1773700.0,,,1843700.0,4,8.1939477,-64.5043374,51.0834196,10.4234469,Yugoslavia,YUG,Germany,GMY
400,106,257,257.18,345,255,10,5,1915,11,11,1918,1917,4,1,3,1,1.0,70000.0,1773700.0,,,1843700.0,2,8.1939477,-64.5043374,51.0834196,10.4234469,Yugoslavia,YUG,Germany,GMY
401,106,257,257.18,345,255,10,5,1915,11,11,1918,1918,4,1,3,1,1.0,70000.0,1773700.0,,,1843700.0,1,8.1939477,-64.5043374,51.0834196,10.4234469,Yugoslavia,YUG,Germany,GMY
402,106,257,257.19,365,640,12,29,1914,9,14,1918,1914,4,2,1,3,3.0,1700000.0,325000.0,,,2025000.0,3,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
403,106,257,257.19,365,640,12,29,1914,9,14,1918,1915,4,2,1,3,3.0,1700000.0,325000.0,,,2025000.0,2,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
404,106,257,257.19,365,640,12,29,1914,9,14,1918,1916,4,2,1,3,3.0,1700000.0,325000.0,,,2025000.0,4,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
405,106,257,257.19,365,640,12,29,1914,9,14,1918,1917,4,2,1,3,3.0,1700000.0,325000.0,,,2025000.0,1,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
406,106,257,257.19,365,640,12,29,1914,9,14,1918,1918,4,2,1,3,3.0,1700000.0,325000.0,,,2025000.0,5,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
407,106,257,257.19,640,365,12,29,1914,9,14,1918,1914,2,4,3,1,1.0,325000.0,1700000.0,,,2025000.0,3,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
408,106,257,257.19,640,365,12,29,1914,9,14,1918,1915,2,4,3,1,1.0,325000.0,1700000.0,,,2025000.0,4,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
409,106,257,257.19,640,365,12,29,1914,9,14,1918,1916,2,4,3,1,1.0,325000.0,1700000.0,,,2025000.0,2,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
410,106,257,257.19,640,365,12,29,1914,9,14,1918,1917,2,4,3,1,1.0,325000.0,1700000.0,,,2025000.0,1,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
411,106,257,257.19,640,365,12,29,1914,9,14,1918,1918,2,4,3,1,1.0,325000.0,1700000.0,,,2025000.0,5,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
412,106,257,257.2,345,355,10,5,1915,9,29,1918,1915,4,2,3,1,1.0,70000.0,87500.0,,,157500.0,3,8.1939477,-64.5043374,42.6073975,25.4856617,Yugoslavia,YUG,Bulgaria,BUL
413,106,257,257.2,345,355,10,5,1915,9,29,1918,1916,4,2,3,1,1.0,70000.0,87500.0,,,157500.0,1,8.1939477,-64.5043374,42.6073975,25.4856617,Yugoslavia,YUG,Bulgaria,BUL
414,106,257,257.2,345,355,10,5,1915,9,29,1918,1917,4,2,3,1,1.0,70000.0,87500.0,,,157500.0,2,8.1939477,-64.5043374,42.6073975,25.4856617,Yugoslavia,YUG,Bulgaria,BUL
415,106,257,257.2,345,355,10,5,1915,9,29,1918,1918,4,2,3,1,1.0,70000.0,87500.0,,,157500.0,4,8.1939477,-64.5043374,42.6073975,25.4856617,Yugoslavia,YUG,Bulgaria,BUL
416,106,257,257.2,355,345,10,5,1915,9,29,1918,1915,2,3,1,3,3.0,87500.0,70000.0,,,157500.0,1,42.6073975,25.4856617,8.1939477,-64.5043374,Bulgaria,BUL,Yugoslavia,YUG
417,106,257,257.2,355,345,10,5,1915,9,29,1918,1916,2,3,1,3,3.0,87500.0,70000.0,,,157500.0,2,42.6073975,25.4856617,8.1939477,-64.5043374,Bulgaria,BUL,Yugoslavia,YUG
418,106,257,257.2,355,345,10,5,1915,9,29,1918,1917,2,3,1,3,3.0,87500.0,70000.0,,,157500.0,3,42.6073975,25.4856617,8.1939477,-64.5043374,Bulgaria,BUL,Yugoslavia,YUG
419,106,257,257.2,355,345,10,5,1915,9,29,1918,1918,2,3,1,3,3.0,87500.0,70000.0,,,157500.0,4,42.6073975,25.4856617,8.1939477,-64.5043374,Bulgaria,BUL,Yugoslavia,YUG
420,106,257,257.21,345,640,8,17,1916,10,30,1918,1916,4,2,3,1,1.0,70000.0,325000.0,,,395000.0,3,8.1939477,-64.5043374,38.9597594,34.9249653,Yugoslavia,YUG,Turkey,TUR
421,106,257,257.21,345,640,8,17,1916,10,30,1918,1917,4,2,3,1,1.0,70000.0,325000.0,,,395000.0,2,8.1939477,-64.5043374,38.9597594,34.9249653,Yugoslavia,YUG,Turkey,TUR
422,106,257,257.21,345,640,8,17,1916,10,30,1918,1918,4,2,3,1,1.0,70000.0,325000.0,,,395000.0,1,8.1939477,-64.5043374,38.9597594,34.9249653,Yugoslavia,YUG,Turkey,TUR
423,106,257,257.21,640,345,8,17,1916,10,30,1918,1916,2,4,1,3,1.0,325000.0,70000.0,,,395000.0,3,38.9597594,34.9249653,8.1939477,-64.5043374,Turkey,TUR,Yugoslavia,YUG
424,106,257,257.21,640,345,8,17,1916,10,30,1918,1917,2,4,1,3,1.0,325000.0,70000.0,,,395000.0,1,38.9597594,34.9249653,8.1939477,-64.5043374,Turkey,TUR,Yugoslavia,YUG
425,106,257,257.21,640,345,8,17,1916,10,30,1918,1918,2,4,1,3,1.0,325000.0,70000.0,,,395000.0,2,38.9597594,34.9249653,8.1939477,-64.5043374,Turkey,TUR,Yugoslavia,YUG
426,106,257,257.22,200,355,10,5,1915,9,29,1918,1915,4,2,3,1,1.0,908371.0,87500.0,,,995871.0,2,54.70235450000001,-3.2765753,42.6073975,25.4856617,United Kingdom,UKG,Bulgaria,BUL
427,106,257,257.22,200,355,10,5,1915,9,29,1918,1916,4,2,3,1,1.0,908371.0,87500.0,,,995871.0,1,54.70235450000001,-3.2765753,42.6073975,25.4856617,United Kingdom,UKG,Bulgaria,BUL
428,106,257,257.22,200,355,10,5,1915,9,29,1918,1917,4,2,3,1,1.0,908371.0,87500.0,,,995871.0,3,54.70235450000001,-3.2765753,42.6073975,25.4856617,United Kingdom,UKG,Bulgaria,BUL
429,106,257,257.22,200,355,10,5,1915,9,29,1918,1918,4,2,3,1,1.0,908371.0,87500.0,,,995871.0,4,54.70235450000001,-3.2765753,42.6073975,25.4856617,United Kingdom,UKG,Bulgaria,BUL
430,106,257,257.22,355,200,10,5,1915,9,29,1918,1915,2,4,1,3,3.0,87500.0,908371.0,,,995871.0,2,42.6073975,25.4856617,54.70235450000001,-3.2765753,Bulgaria,BUL,United Kingdom,UKG
431,106,257,257.22,355,200,10,5,1915,9,29,1918,1916,2,4,1,3,3.0,87500.0,908371.0,,,995871.0,3,42.6073975,25.4856617,54.70235450000001,-3.2765753,Bulgaria,BUL,United Kingdom,UKG
432,106,257,257.22,355,200,10,5,1915,9,29,1918,1917,2,4,1,3,3.0,87500.0,908371.0,,,995871.0,4,42.6073975,25.4856617,54.70235450000001,-3.2765753,Bulgaria,BUL,United Kingdom,UKG
433,106,257,257.22,355,200,10,5,1915,9,29,1918,1918,2,4,1,3,3.0,87500.0,908371.0,,,995871.0,1,42.6073975,25.4856617,54.70235450000001,-3.2765753,Bulgaria,BUL,United Kingdom,UKG
434,106,257,257.23,220,355,10,5,1915,9,29,1918,1915,4,2,3,1,1.0,1385000.0,87500.0,,,1472500.0,2,46.603354,1.8883335,42.6073975,25.4856617,France,FRN,Bulgaria,BUL
435,106,257,257.23,220,355,10,5,1915,9,29,1918,1916,4,2,3,1,1.0,1385000.0,87500.0,,,1472500.0,1,46.603354,1.8883335,42.6073975,25.4856617,France,FRN,Bulgaria,BUL
436,106,257,257.23,220,355,10,5,1915,9,29,1918,1917,4,2,3,1,1.0,1385000.0,87500.0,,,1472500.0,3,46.603354,1.8883335,42.6073975,25.4856617,France,FRN,Bulgaria,BUL
437,106,257,257.23,220,355,10,5,1915,9,29,1918,1918,4,2,3,1,1.0,1385000.0,87500.0,,,1472500.0,4,46.603354,1.8883335,42.6073975,25.4856617,France,FRN,Bulgaria,BUL
438,106,257,257.23,355,220,10,5,1915,9,29,1918,1915,2,4,1,3,3.0,87500.0,1385000.0,,,1472500.0,3,42.6073975,25.4856617,46.603354,1.8883335,Bulgaria,BUL,France,FRN
439,106,257,257.23,355,220,10,5,1915,9,29,1918,1916,2,4,1,3,3.0,87500.0,1385000.0,,,1472500.0,4,42.6073975,25.4856617,46.603354,1.8883335,Bulgaria,BUL,France,FRN
440,106,257,257.23,355,220,10,5,1915,9,29,1918,1917,2,4,1,3,3.0,87500.0,1385000.0,,,1472500.0,1,42.6073975,25.4856617,46.603354,1.8883335,Bulgaria,BUL,France,FRN
441,106,257,257.23,355,220,10,5,1915,9,29,1918,1918,2,4,1,3,3.0,87500.0,1385000.0,,,1472500.0,2,42.6073975,25.4856617,46.603354,1.8883335,Bulgaria,BUL,France,FRN
442,106,257,257.24,325,355,8,11,1916,9,29,19118,1916,4,2,1,3,1.0,650000.0,87500.0,,,737500.0,2,42.6384261,12.674297,42.6073975,25.4856617,Italy,ITA,Bulgaria,BUL
443,106,257,257.24,325,355,8,11,1916,9,29,19118,1917,4,2,1,3,1.0,650000.0,87500.0,,,737500.0,1,42.6384261,12.674297,42.6073975,25.4856617,Italy,ITA,Bulgaria,BUL
444,106,257,257.24,325,355,8,11,1916,9,29,19118,1918,4,2,1,3,1.0,650000.0,87500.0,,,737500.0,3,42.6384261,12.674297,42.6073975,25.4856617,Italy,ITA,Bulgaria,BUL
445,106,257,257.24,355,325,8,11,1916,9,29,1918,1916,2,4,3,1,3.0,87500.0,650000.0,,,737500.0,1,42.6073975,25.4856617,42.6384261,12.674297,Bulgaria,BUL,Italy,ITA
446,106,257,257.24,355,325,8,11,1916,9,29,1918,1917,2,4,3,1,3.0,87500.0,650000.0,,,737500.0,3,42.6073975,25.4856617,42.6384261,12.674297,Bulgaria,BUL,Italy,ITA
447,106,257,257.24,355,325,8,11,1916,9,29,1918,1918,2,4,3,1,3.0,87500.0,650000.0,,,737500.0,2,42.6073975,25.4856617,42.6384261,12.674297,Bulgaria,BUL,Italy,ITA
448,106,257,257.25,355,365,6,1,1916,12,15,1917,1916,2,4,3,1,1.0,87500.0,1700000.0,,,1787500.0,1,42.6073975,25.4856617,64.6863136,97.7453061,Bulgaria,BUL,Russia,RUS
449,106,257,257.25,355,365,6,1,1916,12,15,1917,1917,2,4,3,1,1.0,87500.0,1700000.0,,,1787500.0,2,42.6073975,25.4856617,64.6863136,97.7453061,Bulgaria,BUL,Russia,RUS
450,106,257,257.25,365,355,6,1,1916,12,15,1917,1916,4,2,1,3,3.0,1700000.0,87500.0,,,1787500.0,1,64.6863136,97.7453061,42.6073975,25.4856617,Russia,RUS,Bulgaria,BUL
451,106,257,257.25,365,355,6,1,1916,12,15,1917,1917,4,2,1,3,3.0,1700000.0,87500.0,,,1787500.0,2,64.6863136,97.7453061,42.6073975,25.4856617,Russia,RUS,Bulgaria,BUL
452,106,257,257.26,360,640,9,1,1916,12,9,1917,1916,4,2,3,1,3.0,335706.0,325000.0,,,660706.0,1,45.98521289999999,24.6859225,38.9597594,34.9249653,Romania,ROM,Turkey,TUR
453,106,257,257.26,360,640,9,1,1916,12,9,1917,1917,4,2,3,1,3.0,335706.0,325000.0,,,660706.0,2,45.98521289999999,24.6859225,38.9597594,34.9249653,Romania,ROM,Turkey,TUR
454,106,257,257.26,640,360,9,1,1916,12,9,1917,1916,2,4,1,3,1.0,325000.0,335706.0,,,660706.0,1,38.9597594,34.9249653,45.98521289999999,24.6859225,Turkey,TUR,Romania,ROM
455,106,257,257.26,640,360,9,1,1916,12,9,1917,1917,2,4,1,3,1.0,325000.0,335706.0,,,660706.0,2,38.9597594,34.9249653,45.98521289999999,24.6859225,Turkey,TUR,Romania,ROM
456,106,257,257.27,350,640,6,27,1917,10,30,1918,1917,4,2,1,3,1.0,5000.0,325000.0,,,330000.0,2,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
457,106,257,257.27,350,640,6,27,1917,10,30,1918,1918,4,2,1,3,1.0,5000.0,325000.0,,,330000.0,1,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
458,106,257,257.27,640,350,6,27,1917,10,30,1918,1917,2,4,3,1,3.0,325000.0,5000.0,,,330000.0,2,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
459,106,257,257.27,640,350,6,27,1917,10,30,1918,1918,2,4,3,1,3.0,325000.0,5000.0,,,330000.0,1,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
460,106,257,257.28,325,640,8,11,1916,10,30,1918,1916,4,2,1,3,1.0,650000.0,325000.0,,,975000.0,3,42.6384261,12.674297,38.9597594,34.9249653,Italy,ITA,Turkey,TUR
461,106,257,257.28,325,640,8,11,1916,10,30,1918,1917,4,2,1,3,1.0,650000.0,325000.0,,,975000.0,1,42.6384261,12.674297,38.9597594,34.9249653,Italy,ITA,Turkey,TUR
462,106,257,257.28,325,640,8,11,1916,10,30,1918,1918,4,2,1,3,1.0,650000.0,325000.0,,,975000.0,2,42.6384261,12.674297,38.9597594,34.9249653,Italy,ITA,Turkey,TUR
463,106,257,257.28,640,325,8,11,1916,10,30,1918,1916,2,4,3,1,3.0,325000.0,650000.0,,,975000.0,2,38.9597594,34.9249653,42.6384261,12.674297,Turkey,TUR,Italy,ITA
464,106,257,257.28,640,325,8,11,1916,10,30,1918,1917,2,4,3,1,3.0,325000.0,650000.0,,,975000.0,1,38.9597594,34.9249653,42.6384261,12.674297,Turkey,TUR,Italy,ITA
465,106,257,257.28,640,325,8,11,1916,10,30,1918,1918,2,4,3,1,3.0,325000.0,650000.0,,,975000.0,3,38.9597594,34.9249653,42.6384261,12.674297,Turkey,TUR,Italy,ITA
466,106,257,257.29,235,255,4,4,1917,11,11,1918,1917,4,1,1,3,1.0,7222.0,1773700.0,,,1780922.0,1,40.033265,-7.889626299999999,51.0834196,10.4234469,Portugal,POR,Germany,GMY
467,106,257,257.29,235,255,4,4,1917,11,11,1918,1918,4,1,1,3,1.0,7222.0,1773700.0,,,1780922.0,2,40.033265,-7.889626299999999,51.0834196,10.4234469,Portugal,POR,Germany,GMY
468,106,257,257.29,255,235,4,4,1917,11,11,1918,1917,1,4,3,1,3.0,1773700.0,7222.0,,,1780922.0,1,51.0834196,10.4234469,40.033265,-7.889626299999999,Germany,GMY,Portugal,POR
469,106,257,257.29,255,235,4,4,1917,11,11,1918,1918,1,4,3,1,3.0,1773700.0,7222.0,,,1780922.0,2,51.0834196,10.4234469,40.033265,-7.889626299999999,Germany,GMY,Portugal,POR
470,106,257,257.3,255,325,8,11,1916,11,11,1918,1916,1,4,3,1,3.0,1773700.0,650000.0,,,2423700.0,1,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
471,106,257,257.3,255,325,8,11,1916,11,11,1918,1917,1,4,3,1,3.0,1773700.0,650000.0,,,2423700.0,2,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
472,106,257,257.3,255,325,8,11,1916,11,11,1918,1918,1,4,3,1,3.0,1773700.0,650000.0,,,2423700.0,3,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
473,106,257,257.3,325,255,8,11,1916,11,11,1918,1916,4,1,1,3,1.0,650000.0,1773700.0,,,2423700.0,3,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
474,106,257,257.3,325,255,8,11,1916,11,11,1918,1917,4,1,1,3,1.0,650000.0,1773700.0,,,2423700.0,1,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
475,106,257,257.3,325,255,8,11,1916,11,11,1918,1918,4,1,1,3,1.0,650000.0,1773700.0,,,2423700.0,2,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
476,106,257,257.31,350,355,6,27,1917,9,29,1918,1917,4,2,1,3,1.0,5000.0,87500.0,,,92500.0,1,38.9953683,21.9877132,42.6073975,25.4856617,Greece,GRC,Bulgaria,BUL
477,106,257,257.31,350,355,6,27,1917,9,29,1918,1918,4,2,1,3,1.0,5000.0,87500.0,,,92500.0,2,38.9953683,21.9877132,42.6073975,25.4856617,Greece,GRC,Bulgaria,BUL
478,106,257,257.31,355,350,6,27,1917,9,29,1918,1917,2,4,3,1,3.0,87500.0,5000.0,,,92500.0,1,42.6073975,25.4856617,38.9953683,21.9877132,Bulgaria,BUL,Greece,GRC
479,106,257,257.31,355,350,6,27,1917,9,29,1918,1918,2,4,3,1,3.0,87500.0,5000.0,,,92500.0,2,42.6073975,25.4856617,38.9953683,21.9877132,Bulgaria,BUL,Greece,GRC
480,106,257,257.32,355,360,9,1,1916,12,9,1917,1916,2,4,1,3,3.0,87500.0,335706.0,,,423206.0,1,42.6073975,25.4856617,45.98521289999999,24.6859225,Bulgaria,BUL,Romania,ROM
481,106,257,257.32,355,360,9,1,1916,12,9,1917,1917,2,4,1,3,3.0,87500.0,335706.0,,,423206.0,2,42.6073975,25.4856617,45.98521289999999,24.6859225,Bulgaria,BUL,Romania,ROM
482,106,257,257.32,360,355,9,1,1916,12,9,1917,1916,4,2,3,1,1.0,335706.0,87500.0,,,423206.0,1,45.98521289999999,24.6859225,42.6073975,25.4856617,Romania,ROM,Bulgaria,BUL
483,106,257,257.32,360,355,9,1,1916,12,9,1917,1917,4,2,3,1,1.0,335706.0,87500.0,,,423206.0,2,45.98521289999999,24.6859225,42.6073975,25.4856617,Romania,ROM,Bulgaria,BUL
484,107,2605,2605.001,365,366,11,22,1918,1,3,1920,1918,1,3,1,3,3.0,8000.0,3600.0,,,11600.0,2,64.6863136,97.7453061,58.75237779999999,25.3319078,Russia,RUS,Estonia,EST
485,107,2605,2605.001,365,366,11,22,1918,1,3,1920,1919,1,3,1,3,3.0,8000.0,3600.0,,,11600.0,1,64.6863136,97.7453061,58.75237779999999,25.3319078,Russia,RUS,Estonia,EST
486,107,2605,2605.001,365,366,11,22,1918,1,3,1920,1920,1,3,1,3,3.0,8000.0,3600.0,,,11600.0,3,64.6863136,97.7453061,58.75237779999999,25.3319078,Russia,RUS,Estonia,EST
487,107,2605,2605.001,366,365,11,22,1918,1,3,1920,1918,3,1,3,1,1.0,3600.0,8000.0,,,11600.0,2,58.75237779999999,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
488,107,2605,2605.001,366,365,11,22,1918,1,3,1920,1919,3,1,3,1,1.0,3600.0,8000.0,,,11600.0,3,58.75237779999999,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
489,107,2605,2605.001,366,365,11,22,1918,1,3,1920,1920,3,1,3,1,1.0,3600.0,8000.0,,,11600.0,1,58.75237779999999,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
490,107,2605,2605.002,365,375,1,7,1919,1,3,1920,1919,3,2,3,1,3.0,8000.0,150.0,,,8150.0,2,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
