Unnamed: 0,warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx,a_latitude,a_longitude,b_latitude,b_longitude,stateNameA,stateAbbA,stateNameB,stateAbbB
702,139,258,258.018,740,200,12,8,1941,8,15,1945,1942,2,4,1,3,3.0,1740000.0,418765.0,,,2158765.0,1,36.5748441,139.2394179,54.70235450000001,-3.2765753,Japan,JPN,United Kingdom,UKG
703,139,258,258.018,740,200,12,8,1941,8,15,1945,1943,2,4,1,3,3.0,1740000.0,418765.0,,,2158765.0,2,36.5748441,139.2394179,54.70235450000001,-3.2765753,Japan,JPN,United Kingdom,UKG
704,139,258,258.018,740,200,12,8,1941,8,15,1945,1944,2,4,1,3,3.0,1740000.0,418765.0,,,2158765.0,3,36.5748441,139.2394179,54.70235450000001,-3.2765753,Japan,JPN,United Kingdom,UKG
705,139,258,258.018,740,200,12,8,1941,8,15,1945,1945,2,4,1,3,3.0,1740000.0,418765.0,,,2158765.0,4,36.5748441,139.2394179,54.70235450000001,-3.2765753,Japan,JPN,United Kingdom,UKG
706,139,258,258.019,255,290,9,1,1939,9,27,1939,1939,1,3,1,3,1.0,3500000.0,320000.0,,,3820000.0,1,51.0834196,10.4234469,52.0977181,19.0258159,Germany,GMY,Poland,POL
707,139,258,258.019,290,255,9,1,1939,9,27,1939,1939,3,1,3,1,3.0,320000.0,3500000.0,,,3820000.0,1,52.0977181,19.0258159,51.0834196,10.4234469,Poland,POL,Germany,GMY
708,139,258,258.021,211,255,5,10,1940,5,28,1940,1940,3,1,3,1,3.0,9600.0,3500000.0,,,3509600.0,1,50.6402809,4.6667144999999985,51.0834196,10.4234469,Belgium,BEL,Germany,GMY
709,139,258,258.021,255,211,5,10,1940,5,28,1940,1940,1,4,1,3,1.0,3500000.0,9600.0,,,3509600.0,1,51.0834196,10.4234469,50.6402809,4.6667144999999985,Germany,GMY,Belgium,BEL
710,139,258,258.023,200,325,7,4,1940,9,3,1943,1940,4,2,3,1,1.0,418765.0,174500.0,,,593265.0,2,54.70235450000001,-3.2765753,42.6384261,12.674297,United Kingdom,UKG,Italy,ITA
711,139,258,258.023,200,325,7,4,1940,9,3,1943,1941,4,2,3,1,1.0,418765.0,174500.0,,,593265.0,1,54.70235450000001,-3.2765753,42.6384261,12.674297,United Kingdom,UKG,Italy,ITA
712,139,258,258.023,200,325,7,4,1940,9,3,1943,1942,4,2,3,1,1.0,418765.0,174500.0,,,593265.0,4,54.70235450000001,-3.2765753,42.6384261,12.674297,United Kingdom,UKG,Italy,ITA
713,139,258,258.023,200,325,7,4,1940,9,3,1943,1943,4,2,3,1,1.0,418765.0,174500.0,,,593265.0,3,54.70235450000001,-3.2765753,42.6384261,12.674297,United Kingdom,UKG,Italy,ITA
714,139,258,258.023,325,200,7,4,1940,9,3,1943,1940,2,4,3,1,3.0,174500.0,418765.0,,,593265.0,4,42.6384261,12.674297,54.70235450000001,-3.2765753,Italy,ITA,United Kingdom,UKG
715,139,258,258.023,325,200,7,4,1940,9,3,1943,1941,2,4,3,1,3.0,174500.0,418765.0,,,593265.0,3,42.6384261,12.674297,54.70235450000001,-3.2765753,Italy,ITA,United Kingdom,UKG
716,139,258,258.023,325,200,7,4,1940,9,3,1943,1942,2,4,3,1,3.0,174500.0,418765.0,,,593265.0,2,42.6384261,12.674297,54.70235450000001,-3.2765753,Italy,ITA,United Kingdom,UKG
717,139,258,258.023,325,200,7,4,1940,9,3,1943,1943,2,4,3,1,3.0,174500.0,418765.0,,,593265.0,1,42.6384261,12.674297,54.70235450000001,-3.2765753,Italy,ITA,United Kingdom,UKG
718,139,258,258.024,740,920,8,15,1942,8,15,1945,1942,2,4,3,1,3.0,1740000.0,12200.0,,,1752200.0,1,36.5748441,139.2394179,-41.5000831,172.8344077,Japan,JPN,New Zealand,NEW
719,139,258,258.024,740,920,8,15,1942,8,15,1945,1943,2,4,3,1,3.0,1740000.0,12200.0,,,1752200.0,4,36.5748441,139.2394179,-41.5000831,172.8344077,Japan,JPN,New Zealand,NEW
720,139,258,258.024,740,920,8,15,1942,8,15,1945,1944,2,4,3,1,3.0,1740000.0,12200.0,,,1752200.0,2,36.5748441,139.2394179,-41.5000831,172.8344077,Japan,JPN,New Zealand,NEW
721,139,258,258.024,740,920,8,15,1942,8,15,1945,1945,2,4,3,1,3.0,1740000.0,12200.0,,,1752200.0,3,36.5748441,139.2394179,-41.5000831,172.8344077,Japan,JPN,New Zealand,NEW
722,139,258,258.024,920,740,8,15,1942,8,15,1945,1942,4,2,1,3,1.0,12200.0,1740000.0,,,1752200.0,1,-41.5000831,172.8344077,36.5748441,139.2394179,New Zealand,NEW,Japan,JPN
723,139,258,258.024,920,740,8,15,1942,8,15,1945,1943,4,2,1,3,1.0,12200.0,1740000.0,,,1752200.0,4,-41.5000831,172.8344077,36.5748441,139.2394179,New Zealand,NEW,Japan,JPN
724,139,258,258.024,920,740,8,15,1942,8,15,1945,1944,4,2,1,3,1.0,12200.0,1740000.0,,,1752200.0,3,-41.5000831,172.8344077,36.5748441,139.2394179,New Zealand,NEW,Japan,JPN
725,139,258,258.024,920,740,8,15,1942,8,15,1945,1945,4,2,1,3,1.0,12200.0,1740000.0,,,1752200.0,2,-41.5000831,172.8344077,36.5748441,139.2394179,New Zealand,NEW,Japan,JPN
726,139,258,258.026,255,350,4,6,1941,4,23,1941,1941,1,4,1,3,1.0,3500000.0,18300.0,,,3518300.0,1,51.0834196,10.4234469,38.9953683,21.9877132,Germany,GMY,Greece,GRC
727,139,258,258.026,350,255,4,6,1941,4,23,1941,1941,4,1,3,1,3.0,18300.0,3500000.0,,,3518300.0,1,38.9953683,21.9877132,51.0834196,10.4234469,Greece,GRC,Germany,GMY
728,139,258,258.027,740,900,1,14,1942,8,15,1945,1942,2,4,3,1,3.0,1740000.0,33826.0,,,1773826.0,1,36.5748441,139.2394179,-24.7761086,134.755,Japan,JPN,Australia,AUL
729,139,258,258.027,740,900,1,14,1942,8,15,1945,1943,2,4,3,1,3.0,1740000.0,33826.0,,,1773826.0,4,36.5748441,139.2394179,-24.7761086,134.755,Japan,JPN,Australia,AUL
730,139,258,258.027,740,900,1,14,1942,8,15,1945,1944,2,4,3,1,3.0,1740000.0,33826.0,,,1773826.0,2,36.5748441,139.2394179,-24.7761086,134.755,Japan,JPN,Australia,AUL
731,139,258,258.027,740,900,1,14,1942,8,15,1945,1945,2,4,3,1,3.0,1740000.0,33826.0,,,1773826.0,3,36.5748441,139.2394179,-24.7761086,134.755,Japan,JPN,Australia,AUL
732,139,258,258.027,900,740,1,14,1942,8,15,1945,1942,4,2,3,1,1.0,33826.0,1740000.0,,,1773826.0,3,-24.7761086,134.755,36.5748441,139.2394179,Australia,AUL,Japan,JPN
733,139,258,258.027,900,740,1,14,1942,8,15,1945,1943,4,2,3,1,1.0,33826.0,1740000.0,,,1773826.0,1,-24.7761086,134.755,36.5748441,139.2394179,Australia,AUL,Japan,JPN
734,139,258,258.027,900,740,1,14,1942,8,15,1945,1944,4,2,3,1,1.0,33826.0,1740000.0,,,1773826.0,2,-24.7761086,134.755,36.5748441,139.2394179,Australia,AUL,Japan,JPN
735,139,258,258.027,900,740,1,14,1942,8,15,1945,1945,4,2,3,1,1.0,33826.0,1740000.0,,,1773826.0,4,-24.7761086,134.755,36.5748441,139.2394179,Australia,AUL,Japan,JPN
736,139,258,258.028,255,560,11,18,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,8700.0,,,3508700.0,5,51.0834196,10.4234469,-28.816623600000003,24.991639000000006,Germany,GMY,South Africa,SAF
737,139,258,258.028,255,560,11,18,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,8700.0,,,3508700.0,1,51.0834196,10.4234469,-28.816623600000003,24.991639000000006,Germany,GMY,South Africa,SAF
738,139,258,258.028,255,560,11,18,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,8700.0,,,3508700.0,3,51.0834196,10.4234469,-28.816623600000003,24.991639000000006,Germany,GMY,South Africa,SAF
739,139,258,258.028,255,560,11,18,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,8700.0,,,3508700.0,2,51.0834196,10.4234469,-28.816623600000003,24.991639000000006,Germany,GMY,South Africa,SAF
740,139,258,258.028,255,560,11,18,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,8700.0,,,3508700.0,4,51.0834196,10.4234469,-28.816623600000003,24.991639000000006,Germany,GMY,South Africa,SAF
741,139,258,258.028,560,255,11,18,1941,5,7,1945,1941,4,1,1,3,1.0,8700.0,3500000.0,,,3508700.0,3,-28.816623600000003,24.991639000000006,51.0834196,10.4234469,South Africa,SAF,Germany,GMY
742,139,258,258.028,560,255,11,18,1941,5,7,1945,1942,4,1,1,3,1.0,8700.0,3500000.0,,,3508700.0,2,-28.816623600000003,24.991639000000006,51.0834196,10.4234469,South Africa,SAF,Germany,GMY
743,139,258,258.028,560,255,11,18,1941,5,7,1945,1943,4,1,1,3,1.0,8700.0,3500000.0,,,3508700.0,4,-28.816623600000003,24.991639000000006,51.0834196,10.4234469,South Africa,SAF,Germany,GMY
744,139,258,258.028,560,255,11,18,1941,5,7,1945,1944,4,1,1,3,1.0,8700.0,3500000.0,,,3508700.0,5,-28.816623600000003,24.991639000000006,51.0834196,10.4234469,South Africa,SAF,Germany,GMY
745,139,258,258.028,560,255,11,18,1941,5,7,1945,1945,4,1,1,3,1.0,8700.0,3500000.0,,,3508700.0,1,-28.816623600000003,24.991639000000006,51.0834196,10.4234469,South Africa,SAF,Germany,GMY
746,139,258,258.029,200,255,4,9,1940,5,7,1945,1940,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,2,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
747,139,258,258.029,200,255,4,9,1940,5,7,1945,1941,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,1,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
748,139,258,258.029,200,255,4,9,1940,5,7,1945,1942,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,5,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
749,139,258,258.029,200,255,4,9,1940,5,7,1945,1943,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,4,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
750,139,258,258.029,200,255,4,9,1940,5,7,1945,1944,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,3,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
751,139,258,258.029,200,255,4,9,1940,5,7,1945,1945,4,1,3,1,1.0,418765.0,3500000.0,2.0,,3918765.0,6,54.70235450000001,-3.2765753,51.0834196,10.4234469,United Kingdom,UKG,Germany,GMY
752,139,258,258.029,255,200,4,9,1940,5,7,1945,1940,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,3,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
753,139,258,258.029,255,200,4,9,1940,5,7,1945,1941,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,2,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
754,139,258,258.029,255,200,4,9,1940,5,7,1945,1942,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,4,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
755,139,258,258.029,255,200,4,9,1940,5,7,1945,1943,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,6,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
756,139,258,258.029,255,200,4,9,1940,5,7,1945,1944,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,5,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
757,139,258,258.029,255,200,4,9,1940,5,7,1945,1945,1,4,1,3,3.0,3500000.0,418765.0,2.0,,3918765.0,1,51.0834196,10.4234469,54.70235450000001,-3.2765753,Germany,GMY,United Kingdom,UKG
758,139,258,258.03,360,365,6,22,1941,8,23,1944,1941,2,3,1,3,3.0,290000.0,7500000.0,,,7790000.0,4,45.98521289999999,24.6859225,64.6863136,97.7453061,Romania,ROM,Russia,RUS
759,139,258,258.03,360,365,6,22,1941,8,23,1944,1942,2,3,1,3,3.0,290000.0,7500000.0,,,7790000.0,2,45.98521289999999,24.6859225,64.6863136,97.7453061,Romania,ROM,Russia,RUS
760,139,258,258.03,360,365,6,22,1941,8,23,1944,1943,2,3,1,3,3.0,290000.0,7500000.0,,,7790000.0,1,45.98521289999999,24.6859225,64.6863136,97.7453061,Romania,ROM,Russia,RUS
761,139,258,258.03,360,365,6,22,1941,8,23,1944,1944,2,3,1,3,3.0,290000.0,7500000.0,,,7790000.0,3,45.98521289999999,24.6859225,64.6863136,97.7453061,Romania,ROM,Russia,RUS
762,139,258,258.03,365,360,6,22,1941,8,23,1944,1941,4,2,3,1,1.0,7500000.0,290000.0,,,7790000.0,4,64.6863136,97.7453061,45.98521289999999,24.6859225,Russia,RUS,Romania,ROM
763,139,258,258.03,365,360,6,22,1941,8,23,1944,1942,4,2,3,1,1.0,7500000.0,290000.0,,,7790000.0,3,64.6863136,97.7453061,45.98521289999999,24.6859225,Russia,RUS,Romania,ROM
764,139,258,258.03,365,360,6,22,1941,8,23,1944,1943,4,2,3,1,1.0,7500000.0,290000.0,,,7790000.0,2,64.6863136,97.7453061,45.98521289999999,24.6859225,Russia,RUS,Romania,ROM
765,139,258,258.03,365,360,6,22,1941,8,23,1944,1944,4,2,3,1,1.0,7500000.0,290000.0,,,7790000.0,1,64.6863136,97.7453061,45.98521289999999,24.6859225,Russia,RUS,Romania,ROM
766,139,258,258.031,310,365,7,1,1941,1,20,1945,1941,2,3,1,3,3.0,136000.0,7500000.0,,,7636000.0,1,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
767,139,258,258.031,310,365,7,1,1941,1,20,1945,1942,2,3,1,3,3.0,136000.0,7500000.0,,,7636000.0,2,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
768,139,258,258.031,310,365,7,1,1941,1,20,1945,1943,2,3,1,3,3.0,136000.0,7500000.0,,,7636000.0,5,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
769,139,258,258.031,310,365,7,1,1941,1,20,1945,1944,2,3,1,3,3.0,136000.0,7500000.0,,,7636000.0,3,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
770,139,258,258.031,310,365,7,1,1941,1,20,1945,1945,2,3,1,3,3.0,136000.0,7500000.0,,,7636000.0,4,47.1817585,19.5060937,64.6863136,97.7453061,Hungary,HUN,Russia,RUS
771,139,258,258.031,365,310,7,1,1941,1,20,1945,1941,4,2,3,1,1.0,7500000.0,136000.0,,,7636000.0,1,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
772,139,258,258.031,365,310,7,1,1941,1,20,1945,1942,4,2,3,1,1.0,7500000.0,136000.0,,,7636000.0,2,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
773,139,258,258.031,365,310,7,1,1941,1,20,1945,1943,4,2,3,1,1.0,7500000.0,136000.0,,,7636000.0,4,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
774,139,258,258.031,365,310,7,1,1941,1,20,1945,1944,4,2,3,1,1.0,7500000.0,136000.0,,,7636000.0,5,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
775,139,258,258.031,365,310,7,1,1941,1,20,1945,1945,4,2,3,1,1.0,7500000.0,136000.0,,,7636000.0,3,64.6863136,97.7453061,47.1817585,19.5060937,Russia,RUS,Hungary,HUN
776,139,258,258.032,255,385,4,9,1940,6,9,1940,1940,1,4,1,3,1.0,3500000.0,3000.0,,,3503000.0,1,51.0834196,10.4234469,64.5731537,11.52803644,Germany,GMY,Norway,NOR
777,139,258,258.032,385,255,4,9,1940,6,9,1940,1940,3,4,3,1,3.0,3000.0,3500000.0,,,3503000.0,1,64.5731537,11.52803644,51.0834196,10.4234469,Norway,NOR,Germany,GMY
778,139,258,258.033,220,255,4,9,1940,6,22,1940,1940,4,1,3,1,3.0,210824.0,3500000.0,,,3710824.0,1,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
779,139,258,258.033,255,220,4,9,1940,6,22,1940,1940,1,4,1,3,1.0,3500000.0,210824.0,,,3710824.0,1,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
780,139,258,258.034,210,255,5,10,1940,5,14,1940,1940,3,1,3,1,3.0,7900.0,3500000.0,,,3507900.0,1,52.2379891,5.534607382000001,51.0834196,10.4234469,Netherlands,NTH,Germany,GMY
781,139,258,258.034,255,210,5,10,1940,5,14,1940,1940,1,4,1,3,1.0,3500000.0,7900.0,,,3507900.0,1,51.0834196,10.4234469,52.2379891,5.534607382000001,Germany,GMY,Netherlands,NTH
782,139,258,258.035,255,920,2,1,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,12200.0,,,3512200.0,4,51.0834196,10.4234469,-41.5000831,172.8344077,Germany,GMY,New Zealand,NEW
783,139,258,258.035,255,920,2,1,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,12200.0,,,3512200.0,1,51.0834196,10.4234469,-41.5000831,172.8344077,Germany,GMY,New Zealand,NEW
784,139,258,258.035,255,920,2,1,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,12200.0,,,3512200.0,3,51.0834196,10.4234469,-41.5000831,172.8344077,Germany,GMY,New Zealand,NEW
785,139,258,258.035,255,920,2,1,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,12200.0,,,3512200.0,2,51.0834196,10.4234469,-41.5000831,172.8344077,Germany,GMY,New Zealand,NEW
786,139,258,258.035,255,920,2,1,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,12200.0,,,3512200.0,5,51.0834196,10.4234469,-41.5000831,172.8344077,Germany,GMY,New Zealand,NEW
787,139,258,258.035,920,255,2,1,1941,5,7,1945,1941,4,1,1,3,1.0,12200.0,3500000.0,,,3512200.0,5,-41.5000831,172.8344077,51.0834196,10.4234469,New Zealand,NEW,Germany,GMY
788,139,258,258.035,920,255,2,1,1941,5,7,1945,1942,4,1,1,3,1.0,12200.0,3500000.0,,,3512200.0,1,-41.5000831,172.8344077,51.0834196,10.4234469,New Zealand,NEW,Germany,GMY
789,139,258,258.035,920,255,2,1,1941,5,7,1945,1943,4,1,1,3,1.0,12200.0,3500000.0,,,3512200.0,4,-41.5000831,172.8344077,51.0834196,10.4234469,New Zealand,NEW,Germany,GMY
790,139,258,258.035,920,255,2,1,1941,5,7,1945,1944,4,1,1,3,1.0,12200.0,3500000.0,,,3512200.0,2,-41.5000831,172.8344077,51.0834196,10.4234469,New Zealand,NEW,Germany,GMY
791,139,258,258.035,920,255,2,1,1941,5,7,1945,1945,4,1,1,3,1.0,12200.0,3500000.0,,,3512200.0,3,-41.5000831,172.8344077,51.0834196,10.4234469,New Zealand,NEW,Germany,GMY
792,139,258,258.036,255,900,2,1,1941,5,7,1945,1941,1,4,3,1,3.0,3500000.0,33826.0,,,3533826.0,5,51.0834196,10.4234469,-24.7761086,134.755,Germany,GMY,Australia,AUL
793,139,258,258.036,255,900,2,1,1941,5,7,1945,1942,1,4,3,1,3.0,3500000.0,33826.0,,,3533826.0,3,51.0834196,10.4234469,-24.7761086,134.755,Germany,GMY,Australia,AUL
794,139,258,258.036,255,900,2,1,1941,5,7,1945,1943,1,4,3,1,3.0,3500000.0,33826.0,,,3533826.0,4,51.0834196,10.4234469,-24.7761086,134.755,Germany,GMY,Australia,AUL
795,139,258,258.036,255,900,2,1,1941,5,7,1945,1944,1,4,3,1,3.0,3500000.0,33826.0,,,3533826.0,2,51.0834196,10.4234469,-24.7761086,134.755,Germany,GMY,Australia,AUL
796,139,258,258.036,255,900,2,1,1941,5,7,1945,1945,1,4,3,1,3.0,3500000.0,33826.0,,,3533826.0,1,51.0834196,10.4234469,-24.7761086,134.755,Germany,GMY,Australia,AUL
797,139,258,258.036,900,255,2,1,1941,5,7,1945,1941,4,1,1,3,1.0,33826.0,3500000.0,,,3533826.0,2,-24.7761086,134.755,51.0834196,10.4234469,Australia,AUL,Germany,GMY
798,139,258,258.036,900,255,2,1,1941,5,7,1945,1942,4,1,1,3,1.0,33826.0,3500000.0,,,3533826.0,4,-24.7761086,134.755,51.0834196,10.4234469,Australia,AUL,Germany,GMY
799,139,258,258.036,900,255,2,1,1941,5,7,1945,1943,4,1,1,3,1.0,33826.0,3500000.0,,,3533826.0,5,-24.7761086,134.755,51.0834196,10.4234469,Australia,AUL,Germany,GMY
800,139,258,258.036,900,255,2,1,1941,5,7,1945,1944,4,1,1,3,1.0,33826.0,3500000.0,,,3533826.0,1,-24.7761086,134.755,51.0834196,10.4234469,Australia,AUL,Germany,GMY
801,139,258,258.036,900,255,2,1,1941,5,7,1945,1945,4,1,1,3,1.0,33826.0,3500000.0,,,3533826.0,3,-24.7761086,134.755,51.0834196,10.4234469,Australia,AUL,Germany,GMY
802,139,258,258.03700000000003,325,350,10,28,1940,4,23,1941,1940,2,3,1,3,1.0,174500.0,18300.0,,,192800.0,1,42.6384261,12.674297,38.9953683,21.9877132,Italy,ITA,Greece,GRC
803,139,258,258.03700000000003,325,350,10,28,1940,4,23,1941,1941,2,3,1,3,1.0,174500.0,18300.0,,,192800.0,2,42.6384261,12.674297,38.9953683,21.9877132,Italy,ITA,Greece,GRC
804,139,258,258.03700000000003,350,325,10,28,1940,4,23,1941,1940,4,2,3,1,3.0,18300.0,174500.0,,,192800.0,2,38.9953683,21.9877132,42.6384261,12.674297,Greece,GRC,Italy,ITA
805,139,258,258.03700000000003,350,325,10,28,1940,4,23,1941,1941,4,2,3,1,3.0,18300.0,174500.0,,,192800.0,1,38.9953683,21.9877132,42.6384261,12.674297,Greece,GRC,Italy,ITA
806,139,258,258.038,325,345,4,6,1941,4,17,1941,1941,2,3,1,3,1.0,174500.0,305000.0,,,479500.0,1,42.6384261,12.674297,8.1939477,-64.5043374,Italy,ITA,Yugoslavia,YUG
807,139,258,258.038,345,325,4,6,1941,4,17,1941,1941,4,2,3,1,3.0,305000.0,174500.0,,,479500.0,1,8.1939477,-64.5043374,42.6384261,12.674297,Yugoslavia,YUG,Italy,ITA
808,139,258,258.039,255,345,4,6,1941,4,17,1941,1941,1,4,1,3,1.0,3500000.0,305000.0,,,3805000.0,1,51.0834196,10.4234469,8.1939477,-64.5043374,Germany,GMY,Yugoslavia,YUG
809,139,258,258.039,345,255,4,6,1941,4,17,1941,1941,4,1,3,1,3.0,305000.0,3500000.0,,,3805000.0,1,8.1939477,-64.5043374,51.0834196,10.4234469,Yugoslavia,YUG,Germany,GMY
810,139,258,258.075,20,255,8,19,1942,8,19,1942,1942,4,1,1,3,,41992.0,3500000.0,,,3541992.0,1,61.0666922,-107.9917071,51.0834196,10.4234469,Canada,CAN,Germany,GMY
811,139,258,258.075,255,20,8,19,1942,8,19,1942,1942,1,4,3,1,,3500000.0,41992.0,,,3541992.0,1,51.0834196,10.4234469,61.0666922,-107.9917071,Germany,GMY,Canada,CAN
812,139,258,258.076,20,255,7,10,1943,5,7,1945,1943,4,1,1,3,1.0,41992.0,3500000.0,,,3541992.0,3,61.0666922,-107.9917071,51.0834196,10.4234469,Canada,CAN,Germany,GMY
813,139,258,258.076,20,255,7,10,1943,5,7,1945,1944,4,1,1,3,1.0,41992.0,3500000.0,,,3541992.0,2,61.0666922,-107.9917071,51.0834196,10.4234469,Canada,CAN,Germany,GMY
814,139,258,258.076,20,255,7,10,1943,5,7,1945,1945,4,1,1,3,1.0,41992.0,3500000.0,,,3541992.0,1,61.0666922,-107.9917071,51.0834196,10.4234469,Canada,CAN,Germany,GMY
815,139,258,258.076,255,20,7,10,1943,5,7,1945,1943,1,4,3,1,3.0,3500000.0,41992.0,,,3541992.0,3,51.0834196,10.4234469,61.0666922,-107.9917071,Germany,GMY,Canada,CAN
816,139,258,258.076,255,20,7,10,1943,5,7,1945,1944,1,4,3,1,3.0,3500000.0,41992.0,,,3541992.0,2,51.0834196,10.4234469,61.0666922,-107.9917071,Germany,GMY,Canada,CAN
817,139,258,258.076,255,20,7,10,1943,5,7,1945,1945,1,4,3,1,3.0,3500000.0,41992.0,,,3541992.0,1,51.0834196,10.4234469,61.0666922,-107.9917071,Germany,GMY,Canada,CAN
818,139,258,258.077,325,530,5,5,1941,11,21,1941,1941,2,4,3,1,3.0,174500.0,5000.0,,,179500.0,1,42.6384261,12.674297,10.2116702,38.6521203,Italy,ITA,Ethiopia,ETH
819,139,258,258.077,530,325,1,24,1941,7,3,1941,1941,4,2,1,3,1.0,5000.0,174500.0,,,179500.0,1,10.2116702,38.6521203,42.6384261,12.674297,Ethiopia,ETH,Italy,ITA
820,139,1694,1694.001,710,800,5,10,1942,5,17,1942,1942,4,1,3,1,2.0,1000.0,,10.0,,,1,35.000074,104.999927,14.8971921,100.83273,China,CHN,Thailand,THI
821,139,1694,1694.001,800,710,5,10,1942,5,17,1942,1942,1,4,1,3,2.0,,1000.0,10.0,,,1,14.8971921,100.83273,35.000074,104.999927,Thailand,THI,China,CHN
822,139,1694,1694.0020000000004,200,800,5,10,1942,5,17,1942,1942,4,1,3,1,2.0,1000.0,,10.0,,,1,54.70235450000001,-3.2765753,14.8971921,100.83273,United Kingdom,UKG,Thailand,THI
823,139,1694,1694.0020000000004,800,200,5,10,1942,5,17,1942,1942,1,4,1,3,2.0,,1000.0,10.0,,,1,14.8971921,100.83273,54.70235450000001,-3.2765753,Thailand,THI,United Kingdom,UKG
824,139,2581,2581.001,220,255,8,25,1944,5,7,1945,1944,4,1,1,3,1.0,210824.0,3500000.0,,,3710824.0,1,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
825,139,2581,2581.001,220,255,8,25,1944,5,7,1945,1945,4,1,1,3,1.0,210824.0,3500000.0,,,3710824.0,2,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
826,139,2581,2581.001,255,220,8,25,1944,5,7,1945,1944,1,4,3,1,3.0,3500000.0,210824.0,,,3710824.0,2,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
827,139,2581,2581.001,255,220,8,25,1944,5,7,1945,1945,1,4,3,1,3.0,3500000.0,210824.0,,,3710824.0,1,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
828,139,3581,3581.001,255,325,9,15,1943,5,7,1945,1943,1,4,1,3,3.0,3500000.0,174500.0,,,3674500.0,3,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
829,139,3581,3581.001,255,325,9,15,1943,5,7,1945,1944,1,4,1,3,3.0,3500000.0,174500.0,,,3674500.0,2,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
830,139,3581,3581.001,255,325,9,15,1943,5,7,1945,1945,1,4,1,3,3.0,3500000.0,174500.0,,,3674500.0,1,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
831,139,3581,3581.001,325,255,9,15,1943,5,7,1945,1943,4,1,3,1,1.0,174500.0,3500000.0,,,3674500.0,2,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
