warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx,a_latitude,a_longitude,b_latitude,b_longitude
106,257,257.13,200,255,8,23,1914,11,11,1918,1914,4,1,3,1,1,908371,1773700,,,2682071,2,54.7023545,-3.2765753,51.0834196,10.4234469
106,257,257.13,200,255,8,23,1914,11,11,1918,1915,4,1,3,1,1,908371,1773700,,,2682071,1,54.7023545,-3.2765753,51.0834196,10.4234469
106,257,257.13,200,255,8,23,1914,11,11,1918,1916,4,1,3,1,1,908371,1773700,,,2682071,3,54.7023545,-3.2765753,51.0834196,10.4234469
106,257,257.13,200,255,8,23,1914,11,11,1918,1917,4,1,3,1,1,908371,1773700,,,2682071,5,54.7023545,-3.2765753,51.0834196,10.4234469
106,257,257.13,200,255,8,23,1914,11,11,1918,1918,4,1,3,1,1,908371,1773700,,,2682071,4,54.7023545,-3.2765753,51.0834196,10.4234469
106,257,257.13,255,200,8,23,1914,11,11,1918,1914,1,4,1,3,3,1773700,908371,,,2682071,4,51.0834196,10.4234469,54.7023545,-3.2765753
106,257,257.13,255,200,8,23,1914,11,11,1918,1915,1,4,1,3,3,1773700,908371,,,2682071,3,51.0834196,10.4234469,54.7023545,-3.2765753
106,257,257.13,255,200,8,23,1914,11,11,1918,1916,1,4,1,3,3,1773700,908371,,,2682071,1,51.0834196,10.4234469,54.7023545,-3.2765753
106,257,257.13,255,200,8,23,1914,11,11,1918,1917,1,4,1,3,3,1773700,908371,,,2682071,5,51.0834196,10.4234469,54.7023545,-3.2765753
106,257,257.13,255,200,8,23,1914,11,11,1918,1918,1,4,1,3,3,1773700,908371,,,2682071,2,51.0834196,10.4234469,54.7023545,-3.2765753
106,257,257.14,200,640,11,23,1914,10,30,1918,1914,4,2,3,1,1,908371,325000,,,1233371,1,54.7023545,-3.2765753,38.9597594,34.9249653
106,257,257.14,200,640,11,23,1914,10,30,1918,1915,4,2,3,1,1,908371,325000,,,1233371,3,54.7023545,-3.2765753,38.9597594,34.9249653
106,257,257.14,200,640,11,23,1914,10,30,1918,1916,4,2,3,1,1,908371,325000,,,1233371,5,54.7023545,-3.2765753,38.9597594,34.9249653
106,257,257.14,200,640,11,23,1914,10,30,1918,1917,4,2,3,1,1,908371,325000,,,1233371,4,54.7023545,-3.2765753,38.9597594,34.9249653
106,257,257.14,200,640,11,23,1914,10,30,1918,1918,4,2,3,1,1,908371,325000,,,1233371,2,54.7023545,-3.2765753,38.9597594,34.9249653
106,257,257.14,640,200,11,23,1914,10,30,1918,1914,2,4,1,3,3,325000,908371,,,1233371,5,38.9597594,34.9249653,54.7023545,-3.2765753
106,257,257.14,640,200,11,23,1914,10,30,1918,1915,2,4,1,3,3,325000,908371,,,1233371,4,38.9597594,34.9249653,54.7023545,-3.2765753
106,257,257.14,640,200,11,23,1914,10,30,1918,1916,2,4,1,3,3,325000,908371,,,1233371,1,38.9597594,34.9249653,54.7023545,-3.2765753
106,257,257.14,640,200,11,23,1914,10,30,1918,1917,2,4,1,3,3,325000,908371,,,1233371,2,38.9597594,34.9249653,54.7023545,-3.2765753
106,257,257.14,640,200,11,23,1914,10,30,1918,1918,2,4,1,3,3,325000,908371,,,1233371,3,38.9597594,34.9249653,54.7023545,-3.2765753
106,257,257.15,220,640,2,5,1915,10,30,1918,1915,4,2,1,3,1,1385000,325000,,,1710000,2,46.603354,1.8883335,38.9597594,34.9249653
106,257,257.15,220,640,2,19,1915,10,30,1918,1916,4,2,1,3,1,1385000,325000,,,1710000,3,46.603354,1.8883335,38.9597594,34.9249653
106,257,257.15,220,640,2,19,1915,10,30,1918,1917,4,2,1,3,1,1385000,325000,,,1710000,1,46.603354,1.8883335,38.9597594,34.9249653
106,257,257.15,220,640,2,19,1915,10,30,1918,1918,4,2,1,3,1,1385000,325000,,,1710000,4,46.603354,1.8883335,38.9597594,34.9249653
106,257,257.15,640,220,2,19,1915,10,30,1918,1915,2,4,3,1,3,325000,1385000,,,1710000,3,38.9597594,34.9249653,46.603354,1.8883335
106,257,257.15,640,220,2,19,1915,10,30,1918,1916,2,4,3,1,3,325000,1385000,,,1710000,2,38.9597594,34.9249653,46.603354,1.8883335
106,257,257.15,640,220,2,19,1915,10,30,1918,1917,2,4,3,1,3,325000,1385000,,,1710000,1,38.9597594,34.9249653,46.603354,1.8883335
106,257,257.15,640,220,2,19,1915,10,30,1918,1918,2,4,3,1,3,325000,1385000,,,1710000,4,38.9597594,34.9249653,46.603354,1.8883335
106,257,257.16,220,255,8,7,1914,11,11,1918,1914,4,1,1,3,1,1385000,1773700,,,3158700,1,46.603354,1.8883335,51.0834196,10.4234469
106,257,257.16,220,255,8,7,1914,11,11,1918,1915,4,1,1,3,1,1385000,1773700,,,3158700,2,46.603354,1.8883335,51.0834196,10.4234469
106,257,257.16,220,255,8,7,1914,11,11,1918,1916,4,1,1,3,1,1385000,1773700,,,3158700,5,46.603354,1.8883335,51.0834196,10.4234469
106,257,257.16,220,255,8,7,1914,11,11,1918,1917,4,1,1,3,1,1385000,1773700,,,3158700,3,46.603354,1.8883335,51.0834196,10.4234469
106,257,257.16,220,255,8,7,1914,11,11,1918,1918,4,1,1,3,1,1385000,1773700,,,3158700,4,46.603354,1.8883335,51.0834196,10.4234469
106,257,257.16,255,220,8,7,1914,11,11,1918,1914,1,4,3,1,3,1773700,1385000,,,3158700,1,51.0834196,10.4234469,46.603354,1.8883335
106,257,257.16,255,220,8,7,1914,11,11,1918,1915,1,4,3,1,3,1773700,1385000,,,3158700,3,51.0834196,10.4234469,46.603354,1.8883335
106,257,257.16,255,220,8,7,1914,11,11,1918,1916,1,4,3,1,3,1773700,1385000,,,3158700,4,51.0834196,10.4234469,46.603354,1.8883335
106,257,257.16,255,220,8,7,1914,11,11,1918,1917,1,4,3,1,3,1773700,1385000,,,3158700,2,51.0834196,10.4234469,46.603354,1.8883335
106,257,257.16,255,220,8,7,1914,11,11,1918,1918,1,4,3,1,3,1773700,1385000,,,3158700,5,51.0834196,10.4234469,46.603354,1.8883335
106,257,257.17,255,365,8,17,1914,8,27,1918,1914,1,4,3,1,1,1773700,1700000,,,3473700,3,51.0834196,10.4234469,64.6863136,97.7453061
106,257,257.17,255,365,8,17,1914,8,27,1918,1915,1,4,3,1,1,1773700,1700000,,,3473700,5,51.0834196,10.4234469,64.6863136,97.7453061
106,257,257.17,255,365,8,17,1914,8,27,1918,1916,1,4,3,1,1,1773700,1700000,,,3473700,2,51.0834196,10.4234469,64.6863136,97.7453061
106,257,257.17,255,365,8,17,1914,8,27,1918,1917,1,4,3,1,1,1773700,1700000,,,3473700,4,51.0834196,10.4234469,64.6863136,97.7453061
106,257,257.17,255,365,8,17,1914,8,27,1918,1918,1,4,3,1,1,1773700,1700000,,,3473700,1,51.0834196,10.4234469,64.6863136,97.7453061
106,257,257.17,365,255,8,17,1914,8,27,1918,1914,4,1,1,3,3,1700000,1773700,,,3473700,5,64.6863136,97.7453061,51.0834196,10.4234469
106,257,257.17,365,255,8,17,1914,8,27,1918,1915,4,1,1,3,3,1700000,1773700,,,3473700,3,64.6863136,97.7453061,51.0834196,10.4234469
106,257,257.17,365,255,8,17,1914,8,27,1918,1916,4,1,1,3,3,1700000,1773700,,,3473700,2,64.6863136,97.7453061,51.0834196,10.4234469
106,257,257.17,365,255,8,17,1914,8,27,1918,1917,4,1,1,3,3,1700000,1773700,,,3473700,1,64.6863136,97.7453061,51.0834196,10.4234469
106,257,257.17,365,255,8,17,1914,8,27,1918,1918,4,1,1,3,3,1700000,1773700,,,3473700,4,64.6863136,97.7453061,51.0834196,10.4234469
106,257,257.18,255,345,10,5,1915,11,11,1918,1915,1,3,1,3,3,1773700,70000,,,1843700,3,51.0834196,10.4234469,8.1939477,-64.5043374
106,257,257.18,255,345,10,5,1915,11,11,1918,1916,1,3,1,3,3,1773700,70000,,,1843700,4,51.0834196,10.4234469,8.1939477,-64.5043374
106,257,257.18,255,345,10,5,1915,11,11,1918,1917,1,3,1,3,3,1773700,70000,,,1843700,2,51.0834196,10.4234469,8.1939477,-64.5043374
106,257,257.18,255,345,10,5,1915,11,11,1918,1918,1,3,1,3,3,1773700,70000,,,1843700,1,51.0834196,10.4234469,8.1939477,-64.5043374
106,257,257.18,345,255,10,5,1915,11,11,1918,1915,4,1,3,1,1,70000,1773700,,,1843700,3,8.1939477,-64.5043374,51.0834196,10.4234469
106,257,257.18,345,255,10,5,1915,11,11,1918,1916,4,1,3,1,1,70000,1773700,,,1843700,4,8.1939477,-64.5043374,51.0834196,10.4234469
106,257,257.18,345,255,10,5,1915,11,11,1918,1917,4,1,3,1,1,70000,1773700,,,1843700,2,8.1939477,-64.5043374,51.0834196,10.4234469
106,257,257.18,345,255,10,5,1915,11,11,1918,1918,4,1,3,1,1,70000,1773700,,,1843700,1,8.1939477,-64.5043374,51.0834196,10.4234469
106,257,257.19,365,640,12,29,1914,9,14,1918,1914,4,2,1,3,3,1700000,325000,,,2025000,3,64.6863136,97.7453061,38.9597594,34.9249653
106,257,257.19,365,640,12,29,1914,9,14,1918,1915,4,2,1,3,3,1700000,325000,,,2025000,2,64.6863136,97.7453061,38.9597594,34.9249653
106,257,257.19,365,640,12,29,1914,9,14,1918,1916,4,2,1,3,3,1700000,325000,,,2025000,4,64.6863136,97.7453061,38.9597594,34.9249653
106,257,257.19,365,640,12,29,1914,9,14,1918,1917,4,2,1,3,3,1700000,325000,,,2025000,1,64.6863136,97.7453061,38.9597594,34.9249653
106,257,257.19,365,640,12,29,1914,9,14,1918,1918,4,2,1,3,3,1700000,325000,,,2025000,5,64.6863136,97.7453061,38.9597594,34.9249653
106,257,257.19,640,365,12,29,1914,9,14,1918,1914,2,4,3,1,1,325000,1700000,,,2025000,3,38.9597594,34.9249653,64.6863136,97.7453061
106,257,257.19,640,365,12,29,1914,9,14,1918,1915,2,4,3,1,1,325000,1700000,,,2025000,4,38.9597594,34.9249653,64.6863136,97.7453061
106,257,257.19,640,365,12,29,1914,9,14,1918,1916,2,4,3,1,1,325000,1700000,,,2025000,2,38.9597594,34.9249653,64.6863136,97.7453061
106,257,257.19,640,365,12,29,1914,9,14,1918,1917,2,4,3,1,1,325000,1700000,,,2025000,1,38.9597594,34.9249653,64.6863136,97.7453061
106,257,257.19,640,365,12,29,1914,9,14,1918,1918,2,4,3,1,1,325000,1700000,,,2025000,5,38.9597594,34.9249653,64.6863136,97.7453061
106,257,257.2,345,355,10,5,1915,9,29,1918,1915,4,2,3,1,1,70000,87500,,,157500,3,8.1939477,-64.5043374,42.6073975,25.4856617
106,257,257.2,345,355,10,5,1915,9,29,1918,1916,4,2,3,1,1,70000,87500,,,157500,1,8.1939477,-64.5043374,42.6073975,25.4856617
106,257,257.2,345,355,10,5,1915,9,29,1918,1917,4,2,3,1,1,70000,87500,,,157500,2,8.1939477,-64.5043374,42.6073975,25.4856617
106,257,257.2,345,355,10,5,1915,9,29,1918,1918,4,2,3,1,1,70000,87500,,,157500,4,8.1939477,-64.5043374,42.6073975,25.4856617
106,257,257.2,355,345,10,5,1915,9,29,1918,1915,2,3,1,3,3,87500,70000,,,157500,1,42.6073975,25.4856617,8.1939477,-64.5043374
106,257,257.2,355,345,10,5,1915,9,29,1918,1916,2,3,1,3,3,87500,70000,,,157500,2,42.6073975,25.4856617,8.1939477,-64.5043374
106,257,257.2,355,345,10,5,1915,9,29,1918,1917,2,3,1,3,3,87500,70000,,,157500,3,42.6073975,25.4856617,8.1939477,-64.5043374
106,257,257.2,355,345,10,5,1915,9,29,1918,1918,2,3,1,3,3,87500,70000,,,157500,4,42.6073975,25.4856617,8.1939477,-64.5043374
106,257,257.21,345,640,8,17,1916,10,30,1918,1916,4,2,3,1,1,70000,325000,,,395000,3,8.1939477,-64.5043374,38.9597594,34.9249653
106,257,257.21,345,640,8,17,1916,10,30,1918,1917,4,2,3,1,1,70000,325000,,,395000,2,8.1939477,-64.5043374,38.9597594,34.9249653
106,257,257.21,345,640,8,17,1916,10,30,1918,1918,4,2,3,1,1,70000,325000,,,395000,1,8.1939477,-64.5043374,38.9597594,34.9249653
106,257,257.21,640,345,8,17,1916,10,30,1918,1916,2,4,1,3,1,325000,70000,,,395000,3,38.9597594,34.9249653,8.1939477,-64.5043374
106,257,257.21,640,345,8,17,1916,10,30,1918,1917,2,4,1,3,1,325000,70000,,,395000,1,38.9597594,34.9249653,8.1939477,-64.5043374
106,257,257.21,640,345,8,17,1916,10,30,1918,1918,2,4,1,3,1,325000,70000,,,395000,2,38.9597594,34.9249653,8.1939477,-64.5043374
106,257,257.22,200,355,10,5,1915,9,29,1918,1915,4,2,3,1,1,908371,87500,,,995871,2,54.7023545,-3.2765753,42.6073975,25.4856617
106,257,257.22,200,355,10,5,1915,9,29,1918,1916,4,2,3,1,1,908371,87500,,,995871,1,54.7023545,-3.2765753,42.6073975,25.4856617
106,257,257.22,200,355,10,5,1915,9,29,1918,1917,4,2,3,1,1,908371,87500,,,995871,3,54.7023545,-3.2765753,42.6073975,25.4856617
106,257,257.22,200,355,10,5,1915,9,29,1918,1918,4,2,3,1,1,908371,87500,,,995871,4,54.7023545,-3.2765753,42.6073975,25.4856617
106,257,257.22,355,200,10,5,1915,9,29,1918,1915,2,4,1,3,3,87500,908371,,,995871,2,42.6073975,25.4856617,54.7023545,-3.2765753
106,257,257.22,355,200,10,5,1915,9,29,1918,1916,2,4,1,3,3,87500,908371,,,995871,3,42.6073975,25.4856617,54.7023545,-3.2765753
106,257,257.22,355,200,10,5,1915,9,29,1918,1917,2,4,1,3,3,87500,908371,,,995871,4,42.6073975,25.4856617,54.7023545,-3.2765753
106,257,257.22,355,200,10,5,1915,9,29,1918,1918,2,4,1,3,3,87500,908371,,,995871,1,42.6073975,25.4856617,54.7023545,-3.2765753
106,257,257.23,220,355,10,5,1915,9,29,1918,1915,4,2,3,1,1,1385000,87500,,,1472500,2,46.603354,1.8883335,42.6073975,25.4856617
106,257,257.23,220,355,10,5,1915,9,29,1918,1916,4,2,3,1,1,1385000,87500,,,1472500,1,46.603354,1.8883335,42.6073975,25.4856617
106,257,257.23,220,355,10,5,1915,9,29,1918,1917,4,2,3,1,1,1385000,87500,,,1472500,3,46.603354,1.8883335,42.6073975,25.4856617
106,257,257.23,220,355,10,5,1915,9,29,1918,1918,4,2,3,1,1,1385000,87500,,,1472500,4,46.603354,1.8883335,42.6073975,25.4856617
106,257,257.23,355,220,10,5,1915,9,29,1918,1915,2,4,1,3,3,87500,1385000,,,1472500,3,42.6073975,25.4856617,46.603354,1.8883335
106,257,257.23,355,220,10,5,1915,9,29,1918,1916,2,4,1,3,3,87500,1385000,,,1472500,4,42.6073975,25.4856617,46.603354,1.8883335
106,257,257.23,355,220,10,5,1915,9,29,1918,1917,2,4,1,3,3,87500,1385000,,,1472500,1,42.6073975,25.4856617,46.603354,1.8883335
106,257,257.23,355,220,10,5,1915,9,29,1918,1918,2,4,1,3,3,87500,1385000,,,1472500,2,42.6073975,25.4856617,46.603354,1.8883335
106,257,257.24,325,355,8,11,1916,9,29,19118,1916,4,2,1,3,1,650000,87500,,,737500,2,42.6384261,12.674297,42.6073975,25.4856617
106,257,257.24,325,355,8,11,1916,9,29,19118,1917,4,2,1,3,1,650000,87500,,,737500,1,42.6384261,12.674297,42.6073975,25.4856617
106,257,257.24,325,355,8,11,1916,9,29,19118,1918,4,2,1,3,1,650000,87500,,,737500,3,42.6384261,12.674297,42.6073975,25.4856617
106,257,257.24,355,325,8,11,1916,9,29,1918,1916,2,4,3,1,3,87500,650000,,,737500,1,42.6073975,25.4856617,42.6384261,12.674297
106,257,257.24,355,325,8,11,1916,9,29,1918,1917,2,4,3,1,3,87500,650000,,,737500,3,42.6073975,25.4856617,42.6384261,12.674297
106,257,257.24,355,325,8,11,1916,9,29,1918,1918,2,4,3,1,3,87500,650000,,,737500,2,42.6073975,25.4856617,42.6384261,12.674297
106,257,257.25,355,365,6,1,1916,12,15,1917,1916,2,4,3,1,1,87500,1700000,,,1787500,1,42.6073975,25.4856617,64.6863136,97.7453061
106,257,257.25,355,365,6,1,1916,12,15,1917,1917,2,4,3,1,1,87500,1700000,,,1787500,2,42.6073975,25.4856617,64.6863136,97.7453061
106,257,257.25,365,355,6,1,1916,12,15,1917,1916,4,2,1,3,3,1700000,87500,,,1787500,1,64.6863136,97.7453061,42.6073975,25.4856617
106,257,257.25,365,355,6,1,1916,12,15,1917,1917,4,2,1,3,3,1700000,87500,,,1787500,2,64.6863136,97.7453061,42.6073975,25.4856617
106,257,257.26,360,640,9,1,1916,12,9,1917,1916,4,2,3,1,3,335706,325000,,,660706,1,45.9852129,24.6859225,38.9597594,34.9249653
106,257,257.26,360,640,9,1,1916,12,9,1917,1917,4,2,3,1,3,335706,325000,,,660706,2,45.9852129,24.6859225,38.9597594,34.9249653
106,257,257.26,640,360,9,1,1916,12,9,1917,1916,2,4,1,3,1,325000,335706,,,660706,1,38.9597594,34.9249653,45.9852129,24.6859225
106,257,257.26,640,360,9,1,1916,12,9,1917,1917,2,4,1,3,1,325000,335706,,,660706,2,38.9597594,34.9249653,45.9852129,24.6859225
106,257,257.27,350,640,6,27,1917,10,30,1918,1917,4,2,1,3,1,5000,325000,,,330000,2,38.9953683,21.9877132,38.9597594,34.9249653
106,257,257.27,350,640,6,27,1917,10,30,1918,1918,4,2,1,3,1,5000,325000,,,330000,1,38.9953683,21.9877132,38.9597594,34.9249653
106,257,257.27,640,350,6,27,1917,10,30,1918,1917,2,4,3,1,3,325000,5000,,,330000,2,38.9597594,34.9249653,38.9953683,21.9877132
106,257,257.27,640,350,6,27,1917,10,30,1918,1918,2,4,3,1,3,325000,5000,,,330000,1,38.9597594,34.9249653,38.9953683,21.9877132
106,257,257.28,325,640,8,11,1916,10,30,1918,1916,4,2,1,3,1,650000,325000,,,975000,3,42.6384261,12.674297,38.9597594,34.9249653
106,257,257.28,325,640,8,11,1916,10,30,1918,1917,4,2,1,3,1,650000,325000,,,975000,1,42.6384261,12.674297,38.9597594,34.9249653
106,257,257.28,325,640,8,11,1916,10,30,1918,1918,4,2,1,3,1,650000,325000,,,975000,2,42.6384261,12.674297,38.9597594,34.9249653
106,257,257.28,640,325,8,11,1916,10,30,1918,1916,2,4,3,1,3,325000,650000,,,975000,2,38.9597594,34.9249653,42.6384261,12.674297
106,257,257.28,640,325,8,11,1916,10,30,1918,1917,2,4,3,1,3,325000,650000,,,975000,1,38.9597594,34.9249653,42.6384261,12.674297
106,257,257.28,640,325,8,11,1916,10,30,1918,1918,2,4,3,1,3,325000,650000,,,975000,3,38.9597594,34.9249653,42.6384261,12.674297
106,257,257.29,235,255,4,4,1917,11,11,1918,1917,4,1,1,3,1,7222,1773700,,,1780922,1,40.033265,-7.8896263,51.0834196,10.4234469
106,257,257.29,235,255,4,4,1917,11,11,1918,1918,4,1,1,3,1,7222,1773700,,,1780922,2,40.033265,-7.8896263,51.0834196,10.4234469
106,257,257.29,255,235,4,4,1917,11,11,1918,1917,1,4,3,1,3,1773700,7222,,,1780922,1,51.0834196,10.4234469,40.033265,-7.8896263
106,257,257.29,255,235,4,4,1917,11,11,1918,1918,1,4,3,1,3,1773700,7222,,,1780922,2,51.0834196,10.4234469,40.033265,-7.8896263
106,257,257.3,255,325,8,11,1916,11,11,1918,1916,1,4,3,1,3,1773700,650000,,,2423700,1,51.0834196,10.4234469,42.6384261,12.674297
106,257,257.3,255,325,8,11,1916,11,11,1918,1917,1,4,3,1,3,1773700,650000,,,2423700,2,51.0834196,10.4234469,42.6384261,12.674297
106,257,257.3,255,325,8,11,1916,11,11,1918,1918,1,4,3,1,3,1773700,650000,,,2423700,3,51.0834196,10.4234469,42.6384261,12.674297
106,257,257.3,325,255,8,11,1916,11,11,1918,1916,4,1,1,3,1,650000,1773700,,,2423700,3,42.6384261,12.674297,51.0834196,10.4234469
106,257,257.3,325,255,8,11,1916,11,11,1918,1917,4,1,1,3,1,650000,1773700,,,2423700,1,42.6384261,12.674297,51.0834196,10.4234469
106,257,257.3,325,255,8,11,1916,11,11,1918,1918,4,1,1,3,1,650000,1773700,,,2423700,2,42.6384261,12.674297,51.0834196,10.4234469
106,257,257.31,350,355,6,27,1917,9,29,1918,1917,4,2,1,3,1,5000,87500,,,92500,1,38.9953683,21.9877132,42.6073975,25.4856617
106,257,257.31,350,355,6,27,1917,9,29,1918,1918,4,2,1,3,1,5000,87500,,,92500,2,38.9953683,21.9877132,42.6073975,25.4856617
106,257,257.31,355,350,6,27,1917,9,29,1918,1917,2,4,3,1,3,87500,5000,,,92500,1,42.6073975,25.4856617,38.9953683,21.9877132
106,257,257.31,355,350,6,27,1917,9,29,1918,1918,2,4,3,1,3,87500,5000,,,92500,2,42.6073975,25.4856617,38.9953683,21.9877132
106,257,257.32,355,360,9,1,1916,12,9,1917,1916,2,4,1,3,3,87500,335706,,,423206,1,42.6073975,25.4856617,45.9852129,24.6859225
106,257,257.32,355,360,9,1,1916,12,9,1917,1917,2,4,1,3,3,87500,335706,,,423206,2,42.6073975,25.4856617,45.9852129,24.6859225
106,257,257.32,360,355,9,1,1916,12,9,1917,1916,4,2,3,1,1,335706,87500,,,423206,1,45.9852129,24.6859225,42.6073975,25.4856617
106,257,257.32,360,355,9,1,1916,12,9,1917,1917,4,2,3,1,1,335706,87500,,,423206,2,45.9852129,24.6859225,42.6073975,25.4856617
107,2605,2605.001,365,366,11,22,1918,1,3,1920,1918,1,3,1,3,3,8000,3600,,,11600,2,64.6863136,97.7453061,58.7523778,25.3319078
107,2605,2605.001,365,366,11,22,1918,1,3,1920,1919,1,3,1,3,3,8000,3600,,,11600,1,64.6863136,97.7453061,58.7523778,25.3319078
107,2605,2605.001,365,366,11,22,1918,1,3,1920,1920,1,3,1,3,3,8000,3600,,,11600,3,64.6863136,97.7453061,58.7523778,25.3319078
107,2605,2605.001,366,365,11,22,1918,1,3,1920,1918,3,1,3,1,1,3600,8000,,,11600,2,58.7523778,25.3319078,64.6863136,97.7453061
107,2605,2605.001,366,365,11,22,1918,1,3,1920,1919,3,1,3,1,1,3600,8000,,,11600,3,58.7523778,25.3319078,64.6863136,97.7453061
107,2605,2605.001,366,365,11,22,1918,1,3,1920,1920,3,1,3,1,1,3600,8000,,,11600,1,58.7523778,25.3319078,64.6863136,97.7453061
107,2605,2605.002,365,375,1,7,1919,1,3,1920,1919,3,2,3,1,3,8000,150,,,8150,2,64.6863136,97.7453061,63.2467777,25.9209164
107,2605,2605.002,365,375,1,7,1919,1,3,1920,1920,3,2,3,1,3,8000,150,,,8150,1,64.6863136,97.7453061,63.2467777,25.9209164
107,2605,2605.002,375,365,1,7,1919,1,3,1920,1919,2,3,1,3,1,150,8000,,,8150,2,63.2467777,25.9209164,64.6863136,97.7453061
107,2605,2605.002,375,365,1,7,1919,1,3,1920,1920,2,3,1,3,1,150,8000,,,8150,1,63.2467777,25.9209164,64.6863136,97.7453061
108,1269,1269.004,255,366,6,1,1919,7,3,1919,1919,2,3,1,3,2,750,1000,,,1750,1,51.0834196,10.4234469,58.7523778,25.3319078
108,1269,1269.004,366,255,6,1,1919,7,3,1919,1919,3,2,3,1,2,1000,750,,,1750,1,58.7523778,25.3319078,51.0834196,10.4234469
108,1269,1269.005,255,367,6,1,1919,7,3,1919,1919,2,3,1,3,2,750,3046,,,3796,1,51.0834196,10.4234469,56.8406494,24.7537645
108,1269,1269.005,367,255,6,1,1919,7,3,1919,1919,3,2,3,1,2,3046,750,,,3796,1,56.8406494,24.7537645,51.0834196,10.4234469
108,2604,2604.001,200,365,12,12,1918,2,1,1920,1918,1,3,1,3,1,128,8000,10,,8128,3,54.7023545,-3.2765753,64.6863136,97.7453061
108,2604,2604.001,200,365,12,12,1918,2,1,1920,1919,1,3,1,3,1,128,8000,10,,8128,2,54.7023545,-3.2765753,64.6863136,97.7453061
108,2604,2604.001,200,365,12,12,1918,2,1,1920,1920,1,3,1,3,1,128,8000,10,,8128,1,54.7023545,-3.2765753,64.6863136,97.7453061
108,2604,2604.001,365,200,12,12,1918,2,1,1920,1918,3,1,3,1,3,8000,128,10,,8128,1,64.6863136,97.7453061,54.7023545,-3.2765753
108,2604,2604.001,365,200,12,12,1918,2,1,1920,1919,3,1,3,1,3,8000,128,10,,8128,3,64.6863136,97.7453061,54.7023545,-3.2765753
108,2604,2604.001,365,200,12,12,1918,2,1,1920,1920,3,1,3,1,3,8000,128,10,,8128,2,64.6863136,97.7453061,54.7023545,-3.2765753
108,2604,2604.002,220,365,3,27,1919,2,1,1920,1919,1,3,1,3,1,0,8000,10,,8000,2,46.603354,1.8883335,64.6863136,97.7453061
108,2604,2604.002,220,365,3,27,1919,2,1,1920,1920,1,3,1,3,1,0,8000,10,,8000,1,46.603354,1.8883335,64.6863136,97.7453061
108,2604,2604.002,365,220,3,27,1919,2,1,1920,1919,3,1,3,1,3,8000,0,10,,8000,2,64.6863136,97.7453061,46.603354,1.8883335
108,2604,2604.002,365,220,3,27,1919,2,1,1920,1920,3,1,3,1,3,8000,0,10,,8000,1,64.6863136,97.7453061,46.603354,1.8883335
108,2604,2604.003,255,365,1,1,1919,4,15,1919,1919,1,3,1,3,2,450,8000,,,8450,1,51.0834196,10.4234469,64.6863136,97.7453061
108,2604,2604.003,365,255,1,1,1919,4,15,1919,1919,3,1,3,1,2,8000,450,,,8450,1,64.6863136,97.7453061,51.0834196,10.4234469
108,2604,2604.004,290,365,1,3,1920,2,1,1920,1920,1,3,1,3,1,100,8000,,,8100,1,52.0977181,19.0258159,64.6863136,97.7453061
108,2604,2604.004,365,290,1,3,1920,2,1,1920,1920,3,1,3,1,3,8000,100,,,8100,1,64.6863136,97.7453061,52.0977181,19.0258159
108,2604,2604.005,365,366,2,1,1919,1,3,1920,1919,1,4,3,1,3,8000,1000,,,9000,1,64.6863136,97.7453061,58.7523778,25.3319078
108,2604,2604.005,365,366,2,1,1919,1,3,1920,1920,1,4,3,1,3,8000,1000,,,9000,2,64.6863136,97.7453061,58.7523778,25.3319078
108,2604,2604.005,366,365,2,1,1919,1,3,1920,1919,4,1,1,3,1,1000,8000,,,9000,2,58.7523778,25.3319078,64.6863136,97.7453061
108,2604,2604.005,366,365,2,1,1919,1,3,1920,1920,4,1,1,3,1,1000,8000,,,9000,1,58.7523778,25.3319078,64.6863136,97.7453061
108,2604,2604.006,365,367,12,2,1918,2,1,1920,1918,1,3,1,3,3,8000,3046,,,11046,2,64.6863136,97.7453061,56.8406494,24.7537645
108,2604,2604.006,365,367,12,2,1918,2,1,1920,1919,1,3,1,3,3,8000,3046,,,11046,3,64.6863136,97.7453061,56.8406494,24.7537645
108,2604,2604.006,365,367,12,2,1918,2,1,1920,1920,1,3,1,3,3,8000,3046,,,11046,1,64.6863136,97.7453061,56.8406494,24.7537645
108,2604,2604.006,367,365,12,2,1918,2,1,1920,1918,3,1,3,1,1,3046,8000,,,11046,1,56.8406494,24.7537645,64.6863136,97.7453061
108,2604,2604.006,367,365,12,2,1918,2,1,1920,1919,3,1,3,1,1,3046,8000,,,11046,3,56.8406494,24.7537645,64.6863136,97.7453061
108,2604,2604.006,367,365,12,2,1918,2,1,1920,1920,3,1,3,1,1,3046,8000,,,11046,2,56.8406494,24.7537645,64.6863136,97.7453061
109,1219,1219.001,290,365,4,15,1919,10,12,1920,1919,1,3,1,3,1,40000,60000,,,100000,2,52.0977181,19.0258159,64.6863136,97.7453061
109,1219,1219.001,290,365,4,15,1919,10,12,1920,1920,1,3,1,3,1,40000,60000,,,100000,1,52.0977181,19.0258159,64.6863136,97.7453061
