warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx,a_latitude,a_longitude,b_latitude,b_longitude
55,261,261.023,280,300,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,28000,,,28100,1,53.6288297,11.4148038,46.35038755,19.13865633
55,261,261.023,300,280,6,27,1866,7,3,1866,1866,3,2,1,3,3,28000,100,,,28100,1,46.35038755,19.13865633,53.6288297,11.4148038
55,261,261.024,300,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,32500,4000,,,36500,1,46.35038755,19.13865633,42.6384261,12.674297
55,261,261.024,325,300,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,32500,,,36500,1,42.6384261,12.674297,46.35038755,19.13865633
58,88,88.001,220,245,8,4,1870,11,15,1870,1870,3,2,3,1,3,152000,5600,,,157600,1,46.603354,1.8883335,48.9467562,11.4038717
58,88,88.001,245,220,8,4,1870,11,15,1870,1870,2,3,1,3,1,5600,152000,,,157600,1,48.9467562,11.4038717,46.603354,1.8883335
58,88,88.002,220,255,8,4,1870,2,15,1871,1870,3,1,3,1,3,152000,44781,,,196781,1,46.603354,1.8883335,51.0834196,10.4234469
58,88,88.002,220,255,8,4,1870,2,15,1871,1871,3,1,3,1,3,152000,44781,,,196781,2,46.603354,1.8883335,51.0834196,10.4234469
58,88,88.002,255,220,8,4,1870,2,15,1871,1870,1,3,1,3,1,44781,152000,,,196781,1,51.0834196,10.4234469,46.603354,1.8883335
58,88,88.002,255,220,8,4,1870,2,15,1871,1871,1,3,1,3,1,44781,152000,,,196781,2,51.0834196,10.4234469,46.603354,1.8883335
58,88,88.003,220,267,8,4,1870,11,22,1870,1870,3,2,3,1,3,152000,956,,,152956,1,46.603354,1.8883335,47.4736827,8.3086822
58,88,88.003,267,220,8,4,1870,11,22,1870,1870,2,3,1,3,1,956,152000,,,152956,1,47.4736827,8.3086822,46.603354,1.8883335
58,88,88.004,220,271,8,4,1870,11,25,1870,1870,3,2,3,1,3,152000,976,,,152976,1,46.603354,1.8883335,-33.0451723,-71.6241522
58,88,88.004,271,220,8,4,1870,11,25,1870,1870,2,3,1,3,1,976,152000,,,152976,1,-33.0451723,-71.6241522,46.603354,1.8883335
60,1533,1533.001,90,92,3,20,1876,4,25,1876,1876,1,3,1,3,1,2000,2000,,,4000,1,15.6356088,-89.8988087,13.8000382,-88.9140683
60,1533,1533.001,92,90,3,20,1876,4,25,1876,1876,3,1,3,1,3,2000,2000,,,4000,1,13.8000382,-88.9140683,15.6356088,-89.8988087
61,187,187.001,365,640,5,11,1877,1,31,1878,1877,1,3,1,3,1,120000,165000,,,285000,1,64.6863136,97.7453061,38.9597594,34.9249653
61,187,187.001,365,640,5,11,1877,1,31,1878,1878,1,3,1,3,1,120000,165000,,,285000,2,64.6863136,97.7453061,38.9597594,34.9249653
61,187,187.001,640,365,5,11,1877,1,31,1878,1877,3,1,3,1,3,165000,120000,,,285000,1,38.9597594,34.9249653,64.6863136,97.7453061
61,187,187.001,640,365,5,11,1877,1,31,1878,1878,3,1,3,1,3,165000,120000,,,285000,2,38.9597594,34.9249653,64.6863136,97.7453061
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1879,4,1,1,3,3,9672,3276,,,12948,5,-6.8699697,-75.0458515,-31.7613365,-71.3187697
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1880,4,1,1,3,3,9672,3276,,,12948,2,-6.8699697,-75.0458515,-31.7613365,-71.3187697
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1881,4,1,1,3,3,9672,3276,,,12948,4,-6.8699697,-75.0458515,-31.7613365,-71.3187697
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1882,4,1,1,3,3,9672,3276,,,12948,3,-6.8699697,-75.0458515,-31.7613365,-71.3187697
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1883,4,1,1,3,3,9672,3276,,,12948,1,-6.8699697,-75.0458515,-31.7613365,-71.3187697
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1879,1,4,3,1,1,3276,9672,,,12948,4,-31.7613365,-71.3187697,-6.8699697,-75.0458515
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1880,1,4,3,1,1,3276,9672,,,12948,1,-31.7613365,-71.3187697,-6.8699697,-75.0458515
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1881,1,4,3,1,1,3276,9672,,,12948,2,-31.7613365,-71.3187697,-6.8699697,-75.0458515
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1882,1,4,3,1,1,3276,9672,,,12948,3,-31.7613365,-71.3187697,-6.8699697,-75.0458515
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1883,1,4,3,1,1,3276,9672,,,12948,5,-31.7613365,-71.3187697,-6.8699697,-75.0458515
64,1518,1518.002,145,155,2,14,1879,5,26,1880,1879,3,1,3,1,3,920,3276,,,4196,1,-17.0568696,-64.9912286,-31.7613365,-71.3187697
64,1518,1518.002,145,155,2,14,1879,5,26,1880,1880,3,1,3,1,3,920,3276,,,4196,2,-17.0568696,-64.9912286,-31.7613365,-71.3187697
64,1518,1518.002,155,145,2,14,1879,5,26,1880,1879,1,3,1,3,1,3276,920,,,4196,1,-31.7613365,-71.3187697,-17.0568696,-64.9912286
64,1518,1518.002,155,145,2,14,1879,5,26,1880,1880,1,3,1,3,1,3276,920,,,4196,2,-31.7613365,-71.3187697,-17.0568696,-64.9912286
65,3725,3725.001,200,651,7,11,1882,9,15,1882,1882,1,3,1,3,1,79,10000,,,10079,1,54.7023545,-3.2765753,26.2540493,29.2675469
65,3725,3725.001,651,200,7,11,1882,9,15,1882,1882,3,1,3,1,3,10000,79,,,10079,1,26.2540493,29.2675469,54.7023545,-3.2765753
67,202,202.001,220,710,6,23,1884,3,24,1885,1884,1,3,1,3,1,2100,10000,,,12100,2,46.603354,1.8883335,35.000074,104.999927
67,202,202.001,220,710,6,23,1884,3,24,1885,1885,1,3,1,3,1,2100,10000,,,12100,1,46.603354,1.8883335,35.000074,104.999927
67,202,202.001,710,220,6,23,1884,3,24,1885,1884,3,1,3,1,3,10000,2100,,,12100,1,35.000074,104.999927,46.603354,1.8883335
67,202,202.001,710,220,6,23,1884,3,24,1885,1885,3,1,3,1,3,10000,2100,,,12100,2,35.000074,104.999927,46.603354,1.8883335
70,1535,1535.003,90,92,3,28,1885,4,15,1885,1885,1,3,1,3,3,800,200,,,1000,1,15.6356088,-89.8988087,13.8000382,-88.9140683
70,1535,1535.003,92,90,3,28,1885,4,15,1885,1885,3,1,3,1,1,200,800,,,1000,1,13.8000382,-88.9140683,15.6356088,-89.8988087
73,1490,1490.001,710,740,7,25,1894,3,30,1895,1894,3,1,3,1,3,10000,5000,,,15000,2,35.000074,104.999927,36.5748441,139.2394179
73,1490,1490.001,710,740,7,25,1894,3,30,1895,1895,3,1,3,1,3,10000,5000,,,15000,1,35.000074,104.999927,36.5748441,139.2394179
73,1490,1490.001,740,710,7,25,1894,3,30,1895,1894,1,3,1,3,1,5000,10000,,,15000,2,36.5748441,139.2394179,35.000074,104.999927
73,1490,1490.001,740,710,7,25,1894,3,30,1895,1895,1,3,1,3,1,5000,10000,,,15000,1,36.5748441,139.2394179,35.000074,104.999927
76,1569,1569.001,350,640,2,15,1897,5,19,1897,1897,1,3,1,3,3,600,1400,,,2000,1,38.9953683,21.9877132,38.9597594,34.9249653
76,1569,1569.001,640,350,2,15,1897,5,19,1897,1897,3,1,3,1,1,1400,600,,,2000,1,38.9597594,34.9249653,38.9953683,21.9877132
79,1557,1557.001,2,230,5,1,1898,6,17,1898,1898,1,3,1,3,1,2910,775,,,3685,1,51.75693885,178.1059066,39.3262345,-4.8380649
79,1557,1557.001,230,2,5,1,1898,6,17,1898,1898,3,1,3,1,3,775,2910,,,3685,1,39.3262345,-4.8380649,51.75693885,178.1059066
82,31,31.001,2,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,21,2000,,,2021,1,51.75693885,178.1059066,35.000074,104.999927
82,31,31.001,710,2,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,21,,,2021,1,35.000074,104.999927,51.75693885,178.1059066
82,31,31.002,200,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,34,2000,,,2034,1,54.7023545,-3.2765753,35.000074,104.999927
82,31,31.002,710,200,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,34,,,2034,1,35.000074,104.999927,54.7023545,-3.2765753
82,31,31.003,220,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,24,2000,,,2024,1,46.603354,1.8883335,35.000074,104.999927
82,31,31.003,710,220,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,24,,,2024,1,35.000074,104.999927,46.603354,1.8883335
82,31,31.007,365,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,302,2000,,,2302,1,64.6863136,97.7453061,35.000074,104.999927
82,31,31.007,710,365,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,302,,,2302,1,35.000074,104.999927,64.6863136,97.7453061
82,31,31.008,710,740,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,602,,,2602,1,35.000074,104.999927,36.5748441,139.2394179
82,31,31.008,740,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,602,2000,,,2602,1,36.5748441,139.2394179,35.000074,104.999927
83,3250,3250.001,365,710,7,30,1900,10,10,1900,1900,1,3,1,3,1,242,3578,,,3820,1,64.6863136,97.7453061,35.000074,104.999927
83,3250,3250.001,710,365,7,30,1900,10,10,1900,1900,3,1,3,1,3,3578,242,,,3820,1,35.000074,104.999927,64.6863136,97.7453061
85,180,180.002,365,740,2,8,1904,7,7,1905,1904,3,1,3,1,3,71453,80378,,,151831,1,64.6863136,97.7453061,36.5748441,139.2394179
85,180,180.002,365,740,2,8,1904,7,7,1905,1905,3,1,3,1,3,71453,80378,,,151831,2,64.6863136,97.7453061,36.5748441,139.2394179
85,180,180.002,740,365,2,8,1904,7,7,1905,1904,1,3,1,3,1,80378,71453,,,151831,2,36.5748441,139.2394179,64.6863136,97.7453061
85,180,180.002,740,365,2,8,1904,7,7,1905,1905,1,3,1,3,1,80378,71453,,,151831,1,36.5748441,139.2394179,64.6863136,97.7453061
88,1205,1205.001,90,91,7,9,1906,7,17,1906,1906,3,2,3,1,1,400,300,,,700,1,15.6356088,-89.8988087,15.2572432,-86.0755145
88,1205,1205.001,91,90,7,9,1906,7,17,1906,1906,2,3,1,3,3,300,400,,,700,1,15.2572432,-86.0755145,15.6356088,-89.8988087
88,1205,1205.002,90,92,7,9,1906,7,17,1906,1906,3,1,3,1,1,400,300,,,700,1,15.6356088,-89.8988087,13.8000382,-88.9140683
88,1205,1205.002,92,90,7,9,1906,7,17,1906,1906,1,3,1,3,3,300,400,,,700,1,13.8000382,-88.9140683,15.6356088,-89.8988087
91,1202,1202.002,91,93,2,19,1907,4,23,1907,1907,3,1,3,1,3,300,400,,,700,1,15.2572432,-86.0755145,12.3724928,-84.8700308
91,1202,1202.002,93,91,2,19,1907,4,23,1907,1907,1,3,1,3,1,400,300,,,700,1,12.3724928,-84.8700308,15.2572432,-86.0755145
91,1202,1202.003,92,93,3,18,1907,4,23,1907,1907,4,1,3,1,3,300,400,,,700,1,13.8000382,-88.9140683,12.3724928,-84.8700308
91,1202,1202.003,93,92,3,18,1907,4,23,1907,1907,1,4,1,3,1,400,300,,,700,1,12.3724928,-84.8700308,13.8000382,-88.9140683
94,1086,1086.001,230,600,7,27,1909,3,23,1910,1909,3,1,3,1,1,2000,8000,,,10000,2,39.3262345,-4.8380649,31.1728205,-7.3362482
94,1086,1086.001,230,600,7,27,1909,3,23,1910,1910,3,1,3,1,1,2000,8000,,,10000,1,39.3262345,-4.8380649,31.1728205,-7.3362482
94,1086,1086.001,600,230,7,27,1909,3,23,1910,1909,1,3,1,3,3,8000,2000,,,10000,1,31.1728205,-7.3362482,39.3262345,-4.8380649
94,1086,1086.001,600,230,7,27,1909,3,23,1910,1910,1,3,1,3,3,8000,2000,,,10000,2,31.1728205,-7.3362482,39.3262345,-4.8380649
97,114,114.001,325,640,9,29,1911,10,18,1912,1911,1,3,1,3,1,6000,14000,,,20000,2,42.6384261,12.674297,38.9597594,34.9249653
97,114,114.001,325,640,9,29,1911,10,18,1912,1912,1,3,1,3,1,6000,14000,,,20000,1,42.6384261,12.674297,38.9597594,34.9249653
97,114,114.001,640,325,9,29,1911,10,18,1912,1911,3,1,3,1,3,14000,6000,,,20000,1,38.9597594,34.9249653,42.6384261,12.674297
97,114,114.001,640,325,9,29,1911,10,18,1912,1912,3,1,3,1,3,14000,6000,,,20000,2,38.9597594,34.9249653,42.6384261,12.674297
100,1250,1250.001,345,640,10,17,1912,4,19,1913,1912,1,3,1,3,1,15000,30000,,,45000,2,8.1939477,-64.5043374,38.9597594,34.9249653
100,1250,1250.001,345,640,10,17,1912,4,19,1913,1913,1,3,1,3,1,15000,30000,,,45000,1,8.1939477,-64.5043374,38.9597594,34.9249653
100,1250,1250.001,640,345,10,17,1912,4,19,1913,1912,3,1,3,1,3,30000,15000,,,45000,1,38.9597594,34.9249653,8.1939477,-64.5043374
100,1250,1250.001,640,345,10,17,1912,4,19,1913,1913,3,1,3,1,3,30000,15000,,,45000,2,38.9597594,34.9249653,8.1939477,-64.5043374
100,1250,1250.002,350,640,10,17,1912,4,19,1913,1912,2,3,1,3,1,5000,30000,,,35000,1,38.9953683,21.9877132,38.9597594,34.9249653
100,1250,1250.002,350,640,10,17,1912,4,19,1913,1913,2,3,1,3,1,5000,30000,,,35000,2,38.9953683,21.9877132,38.9597594,34.9249653
100,1250,1250.002,640,350,10,17,1912,4,19,1913,1912,3,2,3,1,3,30000,5000,,,35000,2,38.9597594,34.9249653,38.9953683,21.9877132
100,1250,1250.002,640,350,10,17,1912,4,19,1913,1913,3,2,3,1,3,30000,5000,,,35000,1,38.9597594,34.9249653,38.9953683,21.9877132
100,1250,1250.003,355,640,10,17,1912,4,19,1913,1912,2,3,1,3,1,5000,32000,,,37000,1,42.6073975,25.4856617,38.9597594,34.9249653
100,1250,1250.003,355,640,10,17,1912,4,19,1913,1913,2,3,1,3,1,5000,32000,,,37000,2,42.6073975,25.4856617,38.9597594,34.9249653
100,1250,1250.003,640,355,10,17,1912,4,19,1913,1912,3,2,3,1,3,32000,5000,,,37000,1,38.9597594,34.9249653,42.6073975,25.4856617
100,1250,1250.003,640,355,10,17,1912,4,19,1913,1913,3,2,3,1,3,32000,5000,,,37000,2,38.9597594,34.9249653,42.6073975,25.4856617
103,1251,1251.001,345,355,6,29,1913,7,30,1913,1913,3,1,3,1,1,18500,18000,,,36500,1,8.1939477,-64.5043374,42.6073975,25.4856617
103,1251,1251.001,355,345,6,29,1913,7,30,1913,1913,1,3,1,3,3,18000,18500,,,36500,1,42.6073975,25.4856617,8.1939477,-64.5043374
103,1251,1251.002,350,355,6,29,1913,7,30,1913,1913,3,1,3,1,1,2500,18000,,,20500,1,38.9953683,21.9877132,42.6073975,25.4856617
103,1251,1251.002,355,350,6,29,1913,7,30,1913,1913,1,3,1,3,3,18000,2500,,,20500,1,42.6073975,25.4856617,38.9953683,21.9877132
103,1251,1251.003,355,360,7,10,1913,7,30,1913,1913,1,4,3,1,3,18000,1500,,,19500,1,42.6073975,25.4856617,45.9852129,24.6859225
103,1251,1251.003,360,355,7,10,1913,7,30,1913,1913,4,1,1,3,1,1500,18000,,,19500,1,45.9852129,24.6859225,42.6073975,25.4856617
103,1251,1251.004,355,640,7,15,1913,7,30,1913,1913,1,4,3,1,3,18000,20000,,,38000,1,42.6073975,25.4856617,38.9597594,34.9249653
103,1251,1251.004,640,355,7,15,1913,7,30,1913,1913,4,1,3,1,1,20000,18000,,,38000,1,38.9597594,34.9249653,42.6073975,25.4856617
106,257,257.01,200,300,10,5,1915,11,3,1918,1915,4,2,3,1,1,908371,1200000,,,2108371,3,54.7023545,-3.2765753,46.35038755,19.13865633
106,257,257.01,200,300,10,5,1915,11,3,1918,1916,4,2,3,1,1,908371,1200000,,,2108371,1,54.7023545,-3.2765753,46.35038755,19.13865633
106,257,257.01,200,300,10,5,1915,11,3,1918,1917,4,2,3,1,1,908371,1200000,,,2108371,4,54.7023545,-3.2765753,46.35038755,19.13865633
106,257,257.01,200,300,10,5,1915,11,3,1918,1918,4,2,3,1,1,908371,1200000,,,2108371,2,54.7023545,-3.2765753,46.35038755,19.13865633
106,257,257.01,300,200,10,5,1915,11,3,1918,1915,2,4,1,3,3,1200000,908371,,,2108371,4,46.35038755,19.13865633,54.7023545,-3.2765753
106,257,257.01,300,200,10,5,1915,11,3,1918,1916,2,4,1,3,3,1200000,908371,,,2108371,2,46.35038755,19.13865633,54.7023545,-3.2765753
106,257,257.01,300,200,10,5,1915,11,3,1918,1917,2,4,1,3,3,1200000,908371,,,2108371,1,46.35038755,19.13865633,54.7023545,-3.2765753
106,257,257.01,300,200,10,5,1915,11,3,1918,1918,2,4,1,3,3,1200000,908371,,,2108371,3,46.35038755,19.13865633,54.7023545,-3.2765753
106,257,257.02,220,300,10,5,1915,11,3,1918,1915,4,2,3,1,1,1385000,1200000,,,2585000,3,46.603354,1.8883335,46.35038755,19.13865633
106,257,257.02,220,300,10,5,1915,11,3,1918,1916,4,2,3,1,1,1385000,1200000,,,2585000,1,46.603354,1.8883335,46.35038755,19.13865633
106,257,257.02,220,300,10,5,1915,11,3,1918,1917,4,2,3,1,1,1385000,1200000,,,2585000,2,46.603354,1.8883335,46.35038755,19.13865633
106,257,257.02,220,300,10,5,1915,11,3,1918,1918,4,2,3,1,1,1385000,1200000,,,2585000,4,46.603354,1.8883335,46.35038755,19.13865633
106,257,257.02,300,220,10,5,1915,11,3,1918,1915,2,4,1,3,3,1200000,1385000,,,2585000,4,46.35038755,19.13865633,46.603354,1.8883335
106,257,257.02,300,220,10,5,1915,11,3,1918,1916,2,4,1,3,3,1200000,1385000,,,2585000,2,46.35038755,19.13865633,46.603354,1.8883335
106,257,257.02,300,220,10,5,1915,11,3,1918,1917,2,4,1,3,3,1200000,1385000,,,2585000,1,46.35038755,19.13865633,46.603354,1.8883335
106,257,257.02,300,220,10,5,1915,11,3,1918,1918,2,4,1,3,3,1200000,1385000,,,2585000,3,46.35038755,19.13865633,46.603354,1.8883335
106,257,257.03,2,300,24,10,1918,3,11,1918,1918,4,2,1,3,1,116516,1200000,,,1316516,1,51.75693885,178.1059066,46.35038755,19.13865633
106,257,257.03,300,2,24,10,1918,3,11,1918,1918,2,4,3,1,3,1200000,116516,,,1316516,1,46.35038755,19.13865633,51.75693885,178.1059066
106,257,257.04,300,365,8,17,1914,8,27,1918,1914,2,4,3,1,1,1200000,1700000,,,2900000,3,46.35038755,19.13865633,64.6863136,97.7453061
106,257,257.04,300,365,8,17,1914,8,27,1918,1915,2,4,3,1,1,1200000,1700000,,,2900000,2,46.35038755,19.13865633,64.6863136,97.7453061
106,257,257.04,300,365,8,17,1914,8,27,1918,1916,2,4,3,1,1,1200000,1700000,,,2900000,4,46.35038755,19.13865633,64.6863136,97.7453061
106,257,257.04,300,365,8,17,1914,8,27,1918,1917,2,4,3,1,1,1200000,1700000,,,2900000,5,46.35038755,19.13865633,64.6863136,97.7453061
106,257,257.04,300,365,8,17,1914,8,27,1918,1918,2,4,3,1,1,1200000,1700000,,,2900000,1,46.35038755,19.13865633,64.6863136,97.7453061
106,257,257.04,365,300,8,17,1914,8,27,1918,1914,4,2,1,3,3,1700000,1200000,,,2900000,1,64.6863136,97.7453061,46.35038755,19.13865633
106,257,257.04,365,300,8,17,1914,8,27,1918,1915,4,2,1,3,3,1700000,1200000,,,2900000,5,64.6863136,97.7453061,46.35038755,19.13865633
106,257,257.04,365,300,8,17,1914,8,27,1918,1916,4,2,1,3,3,1700000,1200000,,,2900000,2,64.6863136,97.7453061,46.35038755,19.13865633
106,257,257.04,365,300,8,17,1914,8,27,1918,1917,4,2,1,3,3,1700000,1200000,,,2900000,3,64.6863136,97.7453061,46.35038755,19.13865633
106,257,257.04,365,300,8,17,1914,8,27,1918,1918,4,2,1,3,3,1700000,1200000,,,2900000,4,64.6863136,97.7453061,46.35038755,19.13865633
106,257,257.05,300,360,8,27,1916,12,9,1917,1916,2,4,3,1,1,1200000,335706,,,1535706,1,46.35038755,19.13865633,45.9852129,24.6859225
106,257,257.05,300,360,8,27,1916,12,9,1917,1917,2,4,3,1,1,1200000,335706,,,1535706,2,46.35038755,19.13865633,45.9852129,24.6859225
106,257,257.05,360,300,8,27,1916,12,9,1917,1916,4,2,1,3,3,335706,1200000,,,1535706,1,45.9852129,24.6859225,46.35038755,19.13865633
106,257,257.05,360,300,8,27,1916,12,9,1917,1917,4,2,1,3,3,335706,1200000,,,1535706,2,45.9852129,24.6859225,46.35038755,19.13865633
106,257,257.06,255,360,8,27,1916,12,9,1917,1916,1,4,1,1,3,1773700,335706,,,2109406,2,51.0834196,10.4234469,45.9852129,24.6859225
106,257,257.06,255,360,8,27,1916,12,9,1917,1917,1,4,1,1,3,1773700,335706,,,2109406,1,51.0834196,10.4234469,45.9852129,24.6859225
106,257,257.06,360,255,8,27,1916,12,9,1917,1916,4,1,3,3,1,335706,1773700,,,2109406,1,45.9852129,24.6859225,51.0834196,10.4234469
106,257,257.06,360,255,8,27,1916,12,9,1917,1917,4,1,3,3,1,335706,1773700,,,2109406,2,45.9852129,24.6859225,51.0834196,10.4234469
106,257,257.07,300,350,6,27,1917,11,3,1918,1917,2,4,3,1,3,1200000,5000,,,1205000,2,46.35038755,19.13865633,38.9953683,21.9877132
106,257,257.07,300,350,6,27,1917,11,3,1918,1918,2,4,3,1,3,1200000,5000,,,1205000,1,46.35038755,19.13865633,38.9953683,21.9877132
106,257,257.07,350,300,6,27,1917,11,3,1918,1917,4,2,1,3,1,5000,1200000,,,1205000,2,38.9953683,21.9877132,46.35038755,19.13865633
106,257,257.07,350,300,6,27,1917,11,3,1918,1918,4,2,1,3,1,5000,1200000,,,1205000,1,38.9953683,21.9877132,46.35038755,19.13865633
106,257,257.08,255,350,6,27,1917,11,11,1918,1917,1,4,3,1,3,1773700,5000,,,1778700,2,51.0834196,10.4234469,38.9953683,21.9877132
106,257,257.08,255,350,6,27,1917,11,11,1918,1918,1,4,3,1,3,1773700,5000,,,1778700,1,51.0834196,10.4234469,38.9953683,21.9877132
106,257,257.08,350,255,6,27,1917,11,11,1918,1917,4,1,1,3,1,5000,1773700,,,1778700,2,38.9953683,21.9877132,51.0834196,10.4234469
106,257,257.08,350,255,6,27,1917,11,11,1918,1918,4,1,1,3,1,5000,1773700,,,1778700,1,38.9953683,21.9877132,51.0834196,10.4234469
106,257,257.09,300,345,8,12,1914,11,3,1918,1914,2,4,1,3,3,1200000,70000,,,1270000,1,46.35038755,19.13865633,8.1939477,-64.5043374
106,257,257.09,300,345,8,12,1914,11,3,1918,1915,2,4,1,3,3,1200000,70000,,,1270000,4,46.35038755,19.13865633,8.1939477,-64.5043374
106,257,257.09,300,345,8,12,1914,11,3,1918,1916,2,4,1,3,3,1200000,70000,,,1270000,5,46.35038755,19.13865633,8.1939477,-64.5043374
106,257,257.09,300,345,8,12,1914,11,3,1918,1917,2,4,1,3,1,1200000,70000,,,1270000,3,46.35038755,19.13865633,8.1939477,-64.5043374
106,257,257.09,300,345,8,12,1914,11,3,1918,1918,2,4,1,3,1,1200000,70000,,,1270000,2,46.35038755,19.13865633,8.1939477,-64.5043374
106,257,257.09,345,300,8,12,1914,11,3,1918,1914,4,2,3,1,3,70000,1200000,,,1270000,5,8.1939477,-64.5043374,46.35038755,19.13865633
106,257,257.09,345,300,8,12,1914,11,3,1918,1915,4,2,3,1,3,70000,1200000,,,1270000,1,8.1939477,-64.5043374,46.35038755,19.13865633
106,257,257.09,345,300,8,12,1914,11,3,1918,1916,4,2,3,1,1,70000,1200000,,,1270000,3,8.1939477,-64.5043374,46.35038755,19.13865633
106,257,257.09,345,300,8,12,1914,11,3,1918,1917,4,2,3,1,1,70000,1200000,,,1270000,4,8.1939477,-64.5043374,46.35038755,19.13865633
106,257,257.09,345,300,8,12,1914,11,3,1918,1918,4,2,3,1,1,70000,1200000,,,1270000,2,8.1939477,-64.5043374,46.35038755,19.13865633
106,257,257.1,300,325,5,24,1915,11,3,1918,1915,2,4,3,1,3,1200000,650000,,,1850000,3,46.35038755,19.13865633,42.6384261,12.674297
106,257,257.1,300,325,5,24,1915,11,3,1918,1916,2,4,3,1,3,1200000,650000,,,1850000,1,46.35038755,19.13865633,42.6384261,12.674297
106,257,257.1,300,325,5,24,1915,11,3,1918,1917,2,4,3,1,3,1200000,650000,,,1850000,4,46.35038755,19.13865633,42.6384261,12.674297
106,257,257.1,300,325,5,24,1915,11,3,1918,1918,2,4,3,1,3,1200000,650000,,,1850000,2,46.35038755,19.13865633,42.6384261,12.674297
106,257,257.1,325,300,5,24,1915,11,3,1918,1915,4,2,1,3,1,650000,1200000,,,1850000,1,42.6384261,12.674297,46.35038755,19.13865633
106,257,257.1,325,300,5,24,1915,11,3,1918,1916,4,2,1,3,1,650000,1200000,,,1850000,4,42.6384261,12.674297,46.35038755,19.13865633
106,257,257.1,325,300,5,24,1915,11,3,1918,1917,4,2,1,3,1,650000,1200000,,,1850000,2,42.6384261,12.674297,46.35038755,19.13865633
106,257,257.1,325,300,5,24,1915,11,3,1918,1918,4,2,1,3,1,650000,1200000,,,1850000,3,42.6384261,12.674297,46.35038755,19.13865633
106,257,257.11,211,255,8,3,1914,11,11,1918,1914,3,1,3,1,1,13716,1773700,,,1787416,3,50.6402809,4.6667145,51.0834196,10.4234469
106,257,257.11,211,255,8,3,1914,11,11,1918,1915,3,1,3,1,1,13716,1773700,,,1787416,1,50.6402809,4.6667145,51.0834196,10.4234469
106,257,257.11,211,255,8,3,1914,11,11,1918,1916,3,1,3,1,1,13716,1773700,,,1787416,2,50.6402809,4.6667145,51.0834196,10.4234469
106,257,257.11,211,255,8,3,1914,11,11,1918,1917,3,1,3,1,1,13716,1773700,,,1787416,4,50.6402809,4.6667145,51.0834196,10.4234469
106,257,257.11,211,255,8,3,1914,11,11,1918,1918,3,1,3,1,1,13716,1773700,,,1787416,5,50.6402809,4.6667145,51.0834196,10.4234469
106,257,257.11,255,211,8,3,1914,11,11,1918,1914,1,3,1,3,3,1773700,13716,,,1787416,4,51.0834196,10.4234469,50.6402809,4.6667145
106,257,257.11,255,211,8,3,1914,11,11,1918,1915,1,3,1,3,3,1773700,13716,,,1787416,3,51.0834196,10.4234469,50.6402809,4.6667145
106,257,257.11,255,211,8,3,1914,11,11,1918,1916,1,3,1,3,3,1773700,13716,,,1787416,5,51.0834196,10.4234469,50.6402809,4.6667145
106,257,257.11,255,211,8,3,1914,11,11,1918,1917,1,3,1,3,3,1773700,13716,,,1787416,1,51.0834196,10.4234469,50.6402809,4.6667145
106,257,257.11,255,211,8,3,1914,11,11,1918,1918,1,3,1,3,3,1773700,13716,,,1787416,2,51.0834196,10.4234469,50.6402809,4.6667145
106,257,257.12,2,255,6,27,1917,11,11,1918,1917,4,1,1,3,1,116516,1773700,,,1890216,1,51.75693885,178.1059066,51.0834196,10.4234469
106,257,257.12,2,255,6,27,1917,11,11,1918,1918,4,1,1,3,1,116516,1773700,,,1890216,2,51.75693885,178.1059066,51.0834196,10.4234469
106,257,257.12,255,2,6,27,1917,11,11,1918,1917,1,4,1,3,3,1773700,116516,,,1890216,2,51.0834196,10.4234469,51.75693885,178.1059066
106,257,257.12,255,2,6,27,1917,11,11,1918,1918,1,4,1,3,3,1773700,116516,,,1890216,1,51.0834196,10.4234469,51.75693885,178.1059066
