warnum,disno,statea,stateb,year,batdtha,batdthb,batdths,a_latitude,a_longitude,b_latitude,b_longitude,stateNameA,stateAbbA,stateNameB,stateAbbB
106,257,640,325,1917,325000,650000,975000,38.9597594,34.9249653,42.6384261,12.674297,Turkey,TUR,Italy,ITA
106,257,640,325,1918,325000,650000,975000,38.9597594,34.9249653,42.6384261,12.674297,Turkey,TUR,Italy,ITA
106,257,235,255,1917,7222,1773700,1780922,40.033265,-7.8896263,51.0834196,10.4234469,Portugal,POR,Germany,GMY
106,257,235,255,1918,7222,1773700,1780922,40.033265,-7.8896263,51.0834196,10.4234469,Portugal,POR,Germany,GMY
106,257,255,235,1917,1773700,7222,1780922,51.0834196,10.4234469,40.033265,-7.8896263,Germany,GMY,Portugal,POR
106,257,255,235,1918,1773700,7222,1780922,51.0834196,10.4234469,40.033265,-7.8896263,Germany,GMY,Portugal,POR
106,257,255,325,1916,1773700,650000,2423700,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
106,257,255,325,1917,1773700,650000,2423700,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
106,257,255,325,1918,1773700,650000,2423700,51.0834196,10.4234469,42.6384261,12.674297,Germany,GMY,Italy,ITA
106,257,325,255,1916,650000,1773700,2423700,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
106,257,325,255,1917,650000,1773700,2423700,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
106,257,325,255,1918,650000,1773700,2423700,42.6384261,12.674297,51.0834196,10.4234469,Italy,ITA,Germany,GMY
106,257,350,355,1917,5000,87500,92500,38.9953683,21.9877132,42.6073975,25.4856617,Greece,GRC,Bulgaria,BUL
106,257,350,355,1918,5000,87500,92500,38.9953683,21.9877132,42.6073975,25.4856617,Greece,GRC,Bulgaria,BUL
106,257,355,350,1917,87500,5000,92500,42.6073975,25.4856617,38.9953683,21.9877132,Bulgaria,BUL,Greece,GRC
106,257,355,350,1918,87500,5000,92500,42.6073975,25.4856617,38.9953683,21.9877132,Bulgaria,BUL,Greece,GRC
106,257,355,360,1916,87500,335706,423206,42.6073975,25.4856617,45.9852129,24.6859225,Bulgaria,BUL,Romania,ROM
106,257,355,360,1917,87500,335706,423206,42.6073975,25.4856617,45.9852129,24.6859225,Bulgaria,BUL,Romania,ROM
106,257,360,355,1916,335706,87500,423206,45.9852129,24.6859225,42.6073975,25.4856617,Romania,ROM,Bulgaria,BUL
106,257,360,355,1917,335706,87500,423206,45.9852129,24.6859225,42.6073975,25.4856617,Romania,ROM,Bulgaria,BUL
107,2605,365,366,1918,8000,3600,11600,64.6863136,97.7453061,58.7523778,25.3319078,Russia,RUS,Estonia,EST
107,2605,365,366,1919,8000,3600,11600,64.6863136,97.7453061,58.7523778,25.3319078,Russia,RUS,Estonia,EST
107,2605,365,366,1920,8000,3600,11600,64.6863136,97.7453061,58.7523778,25.3319078,Russia,RUS,Estonia,EST
107,2605,366,365,1918,3600,8000,11600,58.7523778,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
107,2605,366,365,1919,3600,8000,11600,58.7523778,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
107,2605,366,365,1920,3600,8000,11600,58.7523778,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
107,2605,365,375,1919,8000,150,8150,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
107,2605,365,375,1920,8000,150,8150,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
107,2605,375,365,1919,150,8000,8150,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
107,2605,375,365,1920,150,8000,8150,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
108,1269,255,366,1919,750,1000,1750,51.0834196,10.4234469,58.7523778,25.3319078,Germany,GMY,Estonia,EST
108,1269,366,255,1919,1000,750,1750,58.7523778,25.3319078,51.0834196,10.4234469,Estonia,EST,Germany,GMY
108,1269,255,367,1919,750,3046,3796,51.0834196,10.4234469,56.8406494,24.7537645,Germany,GMY,Latvia,LAT
108,1269,367,255,1919,3046,750,3796,56.8406494,24.7537645,51.0834196,10.4234469,Latvia,LAT,Germany,GMY
108,2604,200,365,1918,128,8000,8128,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
108,2604,200,365,1919,128,8000,8128,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
108,2604,200,365,1920,128,8000,8128,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
108,2604,365,200,1918,8000,128,8128,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
108,2604,365,200,1919,8000,128,8128,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
108,2604,365,200,1920,8000,128,8128,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
108,2604,220,365,1919,0,8000,8000,46.603354,1.8883335,64.6863136,97.7453061,France,FRN,Russia,RUS
108,2604,220,365,1920,0,8000,8000,46.603354,1.8883335,64.6863136,97.7453061,France,FRN,Russia,RUS
108,2604,365,220,1919,8000,0,8000,64.6863136,97.7453061,46.603354,1.8883335,Russia,RUS,France,FRN
108,2604,365,220,1920,8000,0,8000,64.6863136,97.7453061,46.603354,1.8883335,Russia,RUS,France,FRN
108,2604,255,365,1919,450,8000,8450,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
108,2604,365,255,1919,8000,450,8450,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
108,2604,290,365,1920,100,8000,8100,52.0977181,19.0258159,64.6863136,97.7453061,Poland,POL,Russia,RUS
108,2604,365,290,1920,8000,100,8100,64.6863136,97.7453061,52.0977181,19.0258159,Russia,RUS,Poland,POL
108,2604,365,366,1919,8000,1000,9000,64.6863136,97.7453061,58.7523778,25.3319078,Russia,RUS,Estonia,EST
108,2604,365,366,1920,8000,1000,9000,64.6863136,97.7453061,58.7523778,25.3319078,Russia,RUS,Estonia,EST
108,2604,366,365,1919,1000,8000,9000,58.7523778,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
108,2604,366,365,1920,1000,8000,9000,58.7523778,25.3319078,64.6863136,97.7453061,Estonia,EST,Russia,RUS
108,2604,365,367,1918,8000,3046,11046,64.6863136,97.7453061,56.8406494,24.7537645,Russia,RUS,Latvia,LAT
108,2604,365,367,1919,8000,3046,11046,64.6863136,97.7453061,56.8406494,24.7537645,Russia,RUS,Latvia,LAT
108,2604,365,367,1920,8000,3046,11046,64.6863136,97.7453061,56.8406494,24.7537645,Russia,RUS,Latvia,LAT
108,2604,367,365,1918,3046,8000,11046,56.8406494,24.7537645,64.6863136,97.7453061,Latvia,LAT,Russia,RUS
108,2604,367,365,1919,3046,8000,11046,56.8406494,24.7537645,64.6863136,97.7453061,Latvia,LAT,Russia,RUS
108,2604,367,365,1920,3046,8000,11046,56.8406494,24.7537645,64.6863136,97.7453061,Latvia,LAT,Russia,RUS
109,1219,290,365,1919,40000,60000,100000,52.0977181,19.0258159,64.6863136,97.7453061,Poland,POL,Russia,RUS
109,1219,290,365,1920,40000,60000,100000,52.0977181,19.0258159,64.6863136,97.7453061,Poland,POL,Russia,RUS
109,1219,365,290,1919,60000,40000,100000,64.6863136,97.7453061,52.0977181,19.0258159,Russia,RUS,Poland,POL
109,1219,365,290,1920,60000,40000,100000,64.6863136,97.7453061,52.0977181,19.0258159,Russia,RUS,Poland,POL
112,1265,310,315,1919,6000,2000,8000,47.1817585,19.5060937,50.083333,14.4666648,Hungary,HUN,Czechoslovakia,CZE
112,1265,315,310,1919,2000,6000,8000,50.083333,14.4666648,47.1817585,19.5060937,Czechoslovakia,CZE,Hungary,HUN
112,1265,310,360,1919,6000,3000,9000,47.1817585,19.5060937,45.9852129,24.6859225,Hungary,HUN,Romania,ROM
112,1265,360,310,1919,3000,6000,9000,45.9852129,24.6859225,47.1817585,19.5060937,Romania,ROM,Hungary,HUN
115,1270,350,640,1919,30000,20000,50000,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
115,1270,350,640,1920,30000,20000,50000,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
115,1270,350,640,1921,30000,20000,50000,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
115,1270,350,640,1922,30000,20000,50000,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
115,1270,640,350,1919,20000,30000,50000,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
115,1270,640,350,1920,20000,30000,50000,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
115,1270,640,350,1921,20000,30000,50000,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
115,1270,640,350,1922,20000,30000,50000,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
116,3134,220,640,1919,5000,35000,40000,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
116,3134,220,640,1920,5000,35000,40000,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
116,3134,220,640,1921,5000,35000,40000,46.603354,1.8883335,38.9597594,34.9249653,France,FRN,Turkey,TUR
116,3134,640,220,1919,35000,5000,40000,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
116,3134,640,220,1920,35000,5000,40000,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
116,3134,640,220,1921,35000,5000,40000,38.9597594,34.9249653,46.603354,1.8883335,Turkey,TUR,France,FRN
117,1272,290,368,1920,500,500,1000,52.0977181,19.0258159,55.3500003,23.7499997,Poland,POL,Lithuania,LIT
117,1272,368,290,1920,500,500,1000,55.3500003,23.7499997,52.0977181,19.0258159,Lithuania,LIT,Poland,POL
118,41,365,710,1929,200,3000,3200,64.6863136,97.7453061,35.000074,104.999927,Russia,RUS,China,CHN
118,41,710,365,1929,3000,200,3200,35.000074,104.999927,64.6863136,97.7453061,China,CHN,Russia,RUS
121,129,710,740,1931,50000,10000,60000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
121,129,710,740,1932,50000,10000,60000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
121,129,710,740,1933,50000,10000,60000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
121,129,740,710,1931,10000,50000,60000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
121,129,740,710,1932,10000,50000,60000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
121,129,740,710,1933,10000,50000,60000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
124,1027,145,150,1932,56661,36000,92661,-17.0568696,-64.9912286,-23.3165935,-58.1693445,Bolivia,BOL,Paraguay,PAR
124,1027,145,150,1933,56661,36000,92661,-17.0568696,-64.9912286,-23.3165935,-58.1693445,Bolivia,BOL,Paraguay,PAR
124,1027,145,150,1934,56661,36000,92661,-17.0568696,-64.9912286,-23.3165935,-58.1693445,Bolivia,BOL,Paraguay,PAR
124,1027,145,150,1935,56661,36000,92661,-17.0568696,-64.9912286,-23.3165935,-58.1693445,Bolivia,BOL,Paraguay,PAR
124,1027,150,145,1932,36000,56661,92661,-23.3165935,-58.1693445,-17.0568696,-64.9912286,Paraguay,PAR,Bolivia,BOL
124,1027,150,145,1933,36000,56661,92661,-23.3165935,-58.1693445,-17.0568696,-64.9912286,Paraguay,PAR,Bolivia,BOL
124,1027,150,145,1934,36000,56661,92661,-23.3165935,-58.1693445,-17.0568696,-64.9912286,Paraguay,PAR,Bolivia,BOL
124,1027,150,145,1935,36000,56661,92661,-23.3165935,-58.1693445,-17.0568696,-64.9912286,Paraguay,PAR,Bolivia,BOL
125,1129,670,678,1934,100,2000,2100,25.6242618,42.3528328,16.3471243,47.8915271,Saudi Arabia,SAU,Yemen Arab Republic,YAR
125,1129,678,670,1934,2000,100,2100,16.3471243,47.8915271,25.6242618,42.3528328,Yemen Arab Republic,YAR,Saudi Arabia,SAU
127,111,325,530,1935,4000,16000,20000,42.6384261,12.674297,10.2116702,38.6521203,Italy,ITA,Ethiopia,ETH
127,111,325,530,1936,4000,16000,20000,42.6384261,12.674297,10.2116702,38.6521203,Italy,ITA,Ethiopia,ETH
127,111,530,325,1935,16000,4000,20000,10.2116702,38.6521203,42.6384261,12.674297,Ethiopia,ETH,Italy,ITA
127,111,530,325,1936,16000,4000,20000,10.2116702,38.6521203,42.6384261,12.674297,Ethiopia,ETH,Italy,ITA
130,157,710,740,1937,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1938,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1939,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1940,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1941,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1942,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1943,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1944,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,710,740,1945,750000,250000,1000000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
130,157,740,710,1937,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1938,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1939,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1940,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1941,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1942,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1943,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1944,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
130,157,740,710,1945,250000,750000,1000000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
133,184,365,740,1938,1200,526,1726,64.6863136,97.7453061,36.5748441,139.2394179,Russia,RUS,Japan,JPN
133,184,740,365,1938,526,1200,1726,36.5748441,139.2394179,64.6863136,97.7453061,Japan,JPN,Russia,RUS
136,183,365,740,1939,5000,20000,25000,64.6863136,97.7453061,36.5748441,139.2394179,Russia,RUS,Japan,JPN
136,183,740,365,1939,20000,5000,25000,36.5748441,139.2394179,64.6863136,97.7453061,Japan,JPN,Russia,RUS
136,183,712,740,1939,3000,20000,23000,46.8250388,103.8499736,36.5748441,139.2394179,Mongolia,MON,Japan,JPN
136,183,740,712,1939,20000,3000,23000,36.5748441,139.2394179,46.8250388,103.8499736,Japan,JPN,Mongolia,MON
139,169,290,365,1939,2000,1500,3500,52.0977181,19.0258159,64.6863136,97.7453061,Poland,POL,Russia,RUS
139,169,365,290,1939,1500,2000,3500,64.6863136,97.7453061,52.0977181,19.0258159,Russia,RUS,Poland,POL
139,258,325,920,1940,174500,12200,186700,42.6384261,12.674297,-41.5000831,172.8344077,Italy,ITA,New Zealand,NEW
139,258,325,920,1941,174500,12200,186700,42.6384261,12.674297,-41.5000831,172.8344077,Italy,ITA,New Zealand,NEW
139,258,325,920,1942,174500,12200,186700,42.6384261,12.674297,-41.5000831,172.8344077,Italy,ITA,New Zealand,NEW
139,258,325,920,1943,174500,12200,186700,42.6384261,12.674297,-41.5000831,172.8344077,Italy,ITA,New Zealand,NEW
139,258,920,325,1940,12200,174500,186700,-41.5000831,172.8344077,42.6384261,12.674297,New Zealand,NEW,Italy,ITA
139,258,920,325,1941,12200,174500,186700,-41.5000831,172.8344077,42.6384261,12.674297,New Zealand,NEW,Italy,ITA
139,258,920,325,1942,12200,174500,186700,-41.5000831,172.8344077,42.6384261,12.674297,New Zealand,NEW,Italy,ITA
139,258,920,325,1943,12200,174500,186700,-41.5000831,172.8344077,42.6384261,12.674297,New Zealand,NEW,Italy,ITA
139,258,325,900,1940,174500,33826,208326,42.6384261,12.674297,-24.7761086,134.755,Italy,ITA,Australia,AUL
139,258,325,900,1941,174500,33826,208326,42.6384261,12.674297,-24.7761086,134.755,Italy,ITA,Australia,AUL
139,258,325,900,1942,174500,33826,208326,42.6384261,12.674297,-24.7761086,134.755,Italy,ITA,Australia,AUL
139,258,325,900,1943,174500,33826,208326,42.6384261,12.674297,-24.7761086,134.755,Italy,ITA,Australia,AUL
139,258,900,325,1940,33826,174500,208326,-24.7761086,134.755,42.6384261,12.674297,Australia,AUL,Italy,ITA
139,258,900,325,1941,33826,174500,208326,-24.7761086,134.755,42.6384261,12.674297,Australia,AUL,Italy,ITA
139,258,900,325,1942,33826,174500,208326,-24.7761086,134.755,42.6384261,12.674297,Australia,AUL,Italy,ITA
139,258,900,325,1943,33826,174500,208326,-24.7761086,134.755,42.6384261,12.674297,Australia,AUL,Italy,ITA
139,258,310,345,1941,136000,305000,441000,47.1817585,19.5060937,8.1939477,-64.5043374,Hungary,HUN,Yugoslavia,YUG
139,258,345,310,1941,305000,136000,441000,8.1939477,-64.5043374,47.1817585,19.5060937,Yugoslavia,YUG,Hungary,HUN
139,258,220,325,1940,210824,174500,385324,46.603354,1.8883335,42.6384261,12.674297,France,FRN,Italy,ITA
139,258,325,220,1940,174500,210824,385324,42.6384261,12.674297,46.603354,1.8883335,Italy,ITA,France,FRN
139,258,230,365,1941,950,7500000,7500950,39.3262345,-4.8380649,64.6863136,97.7453061,Spain,SPN,Russia,RUS
139,258,230,365,1942,950,7500000,7500950,39.3262345,-4.8380649,64.6863136,97.7453061,Spain,SPN,Russia,RUS
139,258,230,365,1943,950,7500000,7500950,39.3262345,-4.8380649,64.6863136,97.7453061,Spain,SPN,Russia,RUS
139,258,230,365,1944,950,7500000,7500950,39.3262345,-4.8380649,64.6863136,97.7453061,Spain,SPN,Russia,RUS
139,258,365,230,1941,7500000,950,7500950,64.6863136,97.7453061,39.3262345,-4.8380649,Russia,RUS,Spain,SPN
139,258,365,230,1942,7500000,950,7500950,64.6863136,97.7453061,39.3262345,-4.8380649,Russia,RUS,Spain,SPN
139,258,365,230,1943,7500000,950,7500950,64.6863136,97.7453061,39.3262345,-4.8380649,Russia,RUS,Spain,SPN
139,258,365,230,1944,7500000,950,7500950,64.6863136,97.7453061,39.3262345,-4.8380649,Russia,RUS,Spain,SPN
139,258,20,325,1943,41992,174500,216492,61.0666922,-107.9917071,42.6384261,12.674297,Canada,CAN,Italy,ITA
139,258,325,20,1943,174500,41992,216492,42.6384261,12.674297,61.0666922,-107.9917071,Italy,ITA,Canada,CAN
139,258,325,560,1940,174500,8700,183200,42.6384261,12.674297,-28.8166236,24.991639,Italy,ITA,South Africa,SAF
139,258,325,560,1941,174500,8700,183200,42.6384261,12.674297,-28.8166236,24.991639,Italy,ITA,South Africa,SAF
139,258,325,560,1942,174500,8700,183200,42.6384261,12.674297,-28.8166236,24.991639,Italy,ITA,South Africa,SAF
139,258,325,560,1943,174500,8700,183200,42.6384261,12.674297,-28.8166236,24.991639,Italy,ITA,South Africa,SAF
139,258,560,325,1940,8700,174500,183200,-28.8166236,24.991639,42.6384261,12.674297,South Africa,SAF,Italy,ITA
139,258,560,325,1941,8700,174500,183200,-28.8166236,24.991639,42.6384261,12.674297,South Africa,SAF,Italy,ITA
139,258,560,325,1942,8700,174500,183200,-28.8166236,24.991639,42.6384261,12.674297,South Africa,SAF,Italy,ITA
139,258,560,325,1943,8700,174500,183200,-28.8166236,24.991639,42.6384261,12.674297,South Africa,SAF,Italy,ITA
139,258,365,740,1945,7500000,1740000,9240000,64.6863136,97.7453061,36.5748441,139.2394179,Russia,RUS,Japan,JPN
139,258,740,365,1945,1740000,7500000,9240000,36.5748441,139.2394179,64.6863136,97.7453061,Japan,JPN,Russia,RUS
139,258,712,740,1945,3000,1740000,1743000,46.8250388,103.8499736,36.5748441,139.2394179,Mongolia,MON,Japan,JPN
139,258,740,712,1945,1740000,3000,1743000,36.5748441,139.2394179,46.8250388,103.8499736,Japan,JPN,Mongolia,MON
139,258,140,255,1944,1000,3500000,3501000,-10.3333333,-53.2,51.0834196,10.4234469,Brazil,BRA,Germany,GMY
139,258,140,255,1945,1000,3500000,3501000,-10.3333333,-53.2,51.0834196,10.4234469,Brazil,BRA,Germany,GMY
139,258,255,140,1944,3500000,1000,3501000,51.0834196,10.4234469,-10.3333333,-53.2,Germany,GMY,Brazil,BRA
139,258,255,140,1945,3500000,1000,3501000,51.0834196,10.4234469,-10.3333333,-53.2,Germany,GMY,Brazil,BRA
139,258,365,375,1941,7500000,65000,7565000,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
139,258,365,375,1942,7500000,65000,7565000,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
139,258,365,375,1943,7500000,65000,7565000,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
139,258,365,375,1944,7500000,65000,7565000,64.6863136,97.7453061,63.2467777,25.9209164,Russia,RUS,Finland,FIN
139,258,375,365,1941,65000,7500000,7565000,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
139,258,375,365,1942,65000,7500000,7565000,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
139,258,375,365,1943,65000,7500000,7565000,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
139,258,375,365,1944,65000,7500000,7565000,63.2467777,25.9209164,64.6863136,97.7453061,Finland,FIN,Russia,RUS
139,258,2,740,1941,405400,1740000,2145400,37.0902,-95.7129,36.5748441,139.2394179,United States of America,USA,Japan,JPN
139,258,2,740,1942,405400,1740000,2145400,37.0902,-95.7129,36.5748441,139.2394179,United States of America,USA,Japan,JPN
139,258,2,740,1943,405400,1740000,2145400,37.0902,-95.7129,36.5748441,139.2394179,United States of America,USA,Japan,JPN
139,258,2,740,1944,405400,1740000,2145400,37.0902,-95.7129,36.5748441,139.2394179,United States of America,USA,Japan,JPN
139,258,2,740,1945,405400,1740000,2145400,37.0902,-95.7129,36.5748441,139.2394179,United States of America,USA,Japan,JPN
139,258,740,2,1941,1740000,405400,2145400,36.5748441,139.2394179,37.0902,-95.7129,Japan,JPN,United States of America,USA
139,258,740,2,1942,1740000,405400,2145400,36.5748441,139.2394179,37.0902,-95.7129,Japan,JPN,United States of America,USA
139,258,740,2,1943,1740000,405400,2145400,36.5748441,139.2394179,37.0902,-95.7129,Japan,JPN,United States of America,USA
139,258,740,2,1944,1740000,405400,2145400,36.5748441,139.2394179,37.0902,-95.7129,Japan,JPN,United States of America,USA
139,258,740,2,1945,1740000,405400,2145400,36.5748441,139.2394179,37.0902,-95.7129,Japan,JPN,United States of America,USA
139,258,20,740,1941,41992,1740000,1781992,61.0666922,-107.9917071,36.5748441,139.2394179,Canada,CAN,Japan,JPN
139,258,20,740,1942,41992,1740000,1781992,61.0666922,-107.9917071,36.5748441,139.2394179,Canada,CAN,Japan,JPN
139,258,20,740,1943,41992,1740000,1781992,61.0666922,-107.9917071,36.5748441,139.2394179,Canada,CAN,Japan,JPN
139,258,20,740,1944,41992,1740000,1781992,61.0666922,-107.9917071,36.5748441,139.2394179,Canada,CAN,Japan,JPN
139,258,20,740,1945,41992,1740000,1781992,61.0666922,-107.9917071,36.5748441,139.2394179,Canada,CAN,Japan,JPN
139,258,740,20,1941,1740000,41992,1781992,36.5748441,139.2394179,61.0666922,-107.9917071,Japan,JPN,Canada,CAN
139,258,740,20,1942,1740000,41992,1781992,36.5748441,139.2394179,61.0666922,-107.9917071,Japan,JPN,Canada,CAN
139,258,740,20,1943,1740000,41992,1781992,36.5748441,139.2394179,61.0666922,-107.9917071,Japan,JPN,Canada,CAN
139,258,740,20,1944,1740000,41992,1781992,36.5748441,139.2394179,61.0666922,-107.9917071,Japan,JPN,Canada,CAN
139,258,740,20,1945,1740000,41992,1781992,36.5748441,139.2394179,61.0666922,-107.9917071,Japan,JPN,Canada,CAN
139,258,255,365,1941,3500000,7500000,11000000,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
139,258,255,365,1942,3500000,7500000,11000000,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
139,258,255,365,1943,3500000,7500000,11000000,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
139,258,255,365,1944,3500000,7500000,11000000,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
139,258,255,365,1945,3500000,7500000,11000000,51.0834196,10.4234469,64.6863136,97.7453061,Germany,GMY,Russia,RUS
139,258,365,255,1941,7500000,3500000,11000000,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
139,258,365,255,1942,7500000,3500000,11000000,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
139,258,365,255,1943,7500000,3500000,11000000,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
139,258,365,255,1944,7500000,3500000,11000000,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
139,258,365,255,1945,7500000,3500000,11000000,64.6863136,97.7453061,51.0834196,10.4234469,Russia,RUS,Germany,GMY
139,258,560,740,1941,8700,1740000,1748700,-28.8166236,24.991639,36.5748441,139.2394179,South Africa,SAF,Japan,JPN
139,258,560,740,1942,8700,1740000,1748700,-28.8166236,24.991639,36.5748441,139.2394179,South Africa,SAF,Japan,JPN
139,258,560,740,1943,8700,1740000,1748700,-28.8166236,24.991639,36.5748441,139.2394179,South Africa,SAF,Japan,JPN
139,258,560,740,1944,8700,1740000,1748700,-28.8166236,24.991639,36.5748441,139.2394179,South Africa,SAF,Japan,JPN
139,258,560,740,1945,8700,1740000,1748700,-28.8166236,24.991639,36.5748441,139.2394179,South Africa,SAF,Japan,JPN
139,258,740,560,1941,1740000,8700,1748700,36.5748441,139.2394179,-28.8166236,24.991639,Japan,JPN,South Africa,SAF
139,258,740,560,1942,1740000,8700,1748700,36.5748441,139.2394179,-28.8166236,24.991639,Japan,JPN,South Africa,SAF
139,258,740,560,1943,1740000,8700,1748700,36.5748441,139.2394179,-28.8166236,24.991639,Japan,JPN,South Africa,SAF
139,258,740,560,1944,1740000,8700,1748700,36.5748441,139.2394179,-28.8166236,24.991639,Japan,JPN,South Africa,SAF
139,258,740,560,1945,1740000,8700,1748700,36.5748441,139.2394179,-28.8166236,24.991639,Japan,JPN,South Africa,SAF
139,258,2,255,1943,405400,3500000,3905400,37.0902,-95.7129,51.0834196,10.4234469,United States of America,USA,Germany,GMY
139,258,2,255,1944,405400,3500000,3905400,37.0902,-95.7129,51.0834196,10.4234469,United States of America,USA,Germany,GMY
139,258,2,255,1945,405400,3500000,3905400,37.0902,-95.7129,51.0834196,10.4234469,United States of America,USA,Germany,GMY
